2022/3/4    	0.245	-59.481	1192.2	0.047		
2022/3/5    	0.245	-59.54	1192.2	0.046		
2022/3/6    	0.244	-59.34	1192.2	0.044		
2022/3/7    	0.243	-59.449	1192.3	0.042		
2022/3/8    	0.242	-59.201	1192.4	0.04		
2022/3/9    	0.242	-59.489	1192.5	0.038		
2022/3/10    	0.242	-59.466	1192.5	0.038		
2022/3/11    	0.241	-59.351	1192.6	0.039		
2022/3/12    	0.241	-59.419	1192.6	0.039		
2022/3/13    	0.24	-59.821	1192.6	0.039		
2022/3/14    	0.24	-60.352	1192.6	0.039		
2022/3/15    	0.241	-60.289	1192.6	0.041		
2022/3/16    	0.242	-60.328	1192.6	0.044		
2022/3/17    	0.241	-60.316	1192.7	0.047		
2022/3/18    	0.245	-60.515	1192.7	0.05		
2022/3/19    	0.245	-60.695	1192.7	0.052		
2022/3/20    	0.246	-60.789	1192.6	0.054		
2022/3/21    	0.248	-60.761	1192.6	0.055		
2022/3/22    	0.249	-60.502	1192.5	0.056		
2022/3/23    	0.248	-59.926	1192.5	0.057		
2022/3/24    	0.248	-59.97	1192.5	0.059		
2022/3/25    	0.248	-60.042	1192.4	0.062		
2022/3/26    	0.247	-59.854	1192.4	0.064		
2022/3/27    	0.247	-59.91	1192.4	0.066		
2022/3/28    	0.247	-59.784	1192.3	0.066		
2022/3/29    	0.245	-59.715	1192.2	0.064		
2022/3/30    	0.245	-59.808	1192.1	0.061		
2022/3/31    	0.245	-59.939	1192.1	0.057		
2022/4/1    	0.244	-60.333	1192	0.055		
2022/4/2    	0.244	-60.543	1192	0.053		
2022/4/3    	0.244	-60.643	1192	0.051		
2022/4/4    	0.245	-60.663	1192	0.048		
2022/4/5    	0.247	-60.538	1192	0.045		
2022/4/6    	0.246	-60.404	1192.1	0.045		
2022/4/7    	0.246	-60.237	1192.2	0.045		
2022/4/8    	0.244	-60.131	1192.2	0.044		
2022/4/9    	0.242	-59.994	1192.2	0.042		
2022/4/10    	0.241	-60.072	1192.2	0.04		
2022/4/11    	0.24	-60.26	1192.2	0.039		
2022/4/12    	0.239	-60.367	1192.2	0.039		
2022/4/13    	0.238	-60.818	1192.2	0.039		
2022/4/14    	0.235	-61.334	1192.3	0.04		
2022/4/15    	0.235	-61.552	1192.4	0.04		
2022/4/16    	0.237	-61.79	1192.4	0.04		
