S_final T_final U_final q1 q2 q3
1.463589929074897035e-06 1.072306641541930557e-06 6.371712920958422632e-09 -8.468882272100082542e-04 -3.993988122492453385e-02 -4.078676945213453864e-02
1.454172717711803939e-06 1.079313176768525409e-06 6.413318271584543339e-09 -1.001478978652780433e-03 1.250631067080369974e-01 1.240616277293842135e-01
1.443942428344952491e-06 1.087022742719524892e-06 6.459102282778534400e-09 -1.063232577355657099e-03 2.848483586230798892e-04 -7.783842187325772100e-04
1.435208318414185279e-06 1.093701033808160535e-06 6.498756546902020981e-09 -1.014283262987410866e-03 -8.048075524367703792e-02 -8.149503850666445226e-02
1.429913954039632745e-06 1.097814296950507631e-06 6.523161735371098469e-09 -9.622444788707426588e-04 -1.303259166856491902e-01 -1.312881611645199398e-01
1.429818976735647128e-06 1.102354594662950728e-06 6.473022342616712382e-09 -6.926183136635177817e-04 -8.888796710557578251e-02 -8.958058541923930029e-02
1.434950686371018717e-06 1.098477362126916650e-06 6.450190456337899392e-09 -5.773327571491522481e-04 -1.322477079076254114e-01 -1.328250406647745741e-01
1.443605150995442731e-06 1.091956335045089455e-06 6.411837031635105559e-09 -5.124189736788881122e-04 7.036339547665448890e-02 6.985097650297560079e-02
1.453468431856539281e-06 1.084610041481761065e-06 6.368640329652724416e-09 -3.535676611604900155e-04 6.044802647411806618e-02 6.009445881295757963e-02
1.461551846939744867e-06 1.078672604898092603e-06 6.333741443319032732e-09 -2.704836927104499467e-04 4.546018324981204728e-02 4.518969955710160080e-02
1.464822191369609673e-06 1.076316657516119345e-06 6.319970619158929283e-09 -3.226500027282974692e-04 2.314043221534038963e-01 2.310816721506755989e-01
1.459906299884884384e-06 1.075308655568075196e-06 6.365913791802671939e-09 -3.396274953776506900e-04 2.214423602509913991e-01 2.211027327556137623e-01
1.451703351421692589e-06 1.081446559660452286e-06 6.402212952932063350e-09 -2.935366683204307381e-04 7.140505720574985560e-02 7.111152053742941792e-02
1.440880845034574314e-06 1.089631900534619463e-06 6.450630313634133257e-09 -2.135033088213472707e-04 -8.718810906741047972e-02 -8.740161237623182700e-02
1.430004395108185829e-06 1.097982598680356229e-06 6.500025622897312458e-09 -1.894738080505491140e-04 -2.796923222146219246e-02 -2.815870602951274157e-02
1.419359942685735084e-06 1.106280436208437944e-06 6.549107469165216399e-09 -3.097523511224227477e-04 5.406941069452386728e-03 5.097188718329963980e-03
1.408252136830518921e-06 1.115070502783579446e-06 6.601102195366160019e-09 -2.863912373961899349e-04 2.538790013686433866e-01 2.535926101312471759e-01
1.397016172451286590e-06 1.124103470029723711e-06 6.654534073335079639e-09 -2.108746592810392673e-04 -9.209154705182420741e-02 -9.230242171110525362e-02
1.387779654562092724e-06 1.131649896424591827e-06 6.699167070181494298e-09 -8.266770627970293495e-05 -1.850331033779095691e-01 -1.851157710841892789e-01
1.382944456156002755e-06 1.135671144127726770e-06 6.722934437293357497e-09 1.537435978885351440e-05 -1.082822900972075786e-01 -1.082669157374187285e-01
1.383138867984714343e-06 1.135437711861620194e-06 6.721630489143841174e-09 1.032442607522693345e-04 -8.392093900550179342e-02 -8.381769474474952408e-02
1.387568645401125937e-06 1.131876986462887909e-06 6.700516352901333116e-09 1.981482438298438897e-04 5.159669412898537644e-02 5.179484237281521686e-02
1.394992352437079570e-06 1.125917077062646025e-06 6.665201248965251736e-09 1.573281230092642147e-04 -4.264477229697405392e-02 -4.248744417396478623e-02
1.405119866082721200e-06 1.117864763029577648e-06 6.617502256841017182e-09 2.102917348099191119e-04 -1.187159415178182797e-01 -1.185056497830083572e-01
1.416627637343152004e-06 1.108846108177746525e-06 6.564084411160647249e-09 1.941088917383031187e-04 -1.283512383937868151e-02 -1.264101494764037839e-02
1.427094070500349929e-06 1.100775614539390964e-06 6.516278553433164033e-09 8.395570883153874453e-05 2.207825014194160218e-01 2.208664571282475675e-01
1.433922150589494097e-06 1.095595871500915056e-06 6.485582800292608025e-09 -1.503137580253013916e-05 2.018971306386223574e-01 2.018820992628198308e-01
1.435848892934081028e-06 1.094186401373106102e-06 6.477219303469539883e-09 -1.761068581755502460e-04 3.527754639625335642e-02 3.510143953807780270e-02
1.433519290411489459e-06 1.096026634105857116e-06 6.488079413637384731e-09 -2.530227385065808576e-04 6.176504722987452567e-02 6.151202449136794481e-02
1.428342761637708395e-06 1.100061469832632911e-06 6.511927308667486150e-09 -3.136785848452082470e-04 2.380397710270720779e-02 2.349029851786199954e-02
1.421818303252024801e-06 1.105172508351185612e-06 6.542144834234735556e-09 -3.588206085477670115e-04 1.391377061267142778e-01 1.387788855181665004e-01
1.415570304992116251e-06 1.110113802339004880e-06 6.571357394952759320e-09 -2.240346888615039889e-04 -8.241530955615594678e-02 -8.263934424501745424e-02
1.411658704359756796e-06 1.113253177922117418e-06 6.589904458448603505e-09 -2.112232873557329249e-04 -1.433950504334244869e-01 -1.436062737207802198e-01
1.412145126229396855e-06 1.112853254868129376e-06 6.587576430439199955e-09 -6.753041297768644369e-05 -9.451836421732018323e-02 -9.458589463029787314e-02
1.418485432423331335e-06 1.107941728416792701e-06 6.558468960906948448e-09 3.115454510925833032e-05 -8.021896737030154156e-02 -8.018781282519228670e-02
1.430973874870669010e-06 1.098333947664839905e-06 6.501567235412450973e-09 1.217212337034749570e-04 -1.484308799553790692e-01 -1.483091587216756047e-01
1.449063874205892591e-06 1.084682322894370232e-06 6.420734951500930741e-09 2.022043879344702366e-04 -3.003321417847004682e-02 -2.983100979053557658e-02
1.470827538762471436e-06 1.068690881346471299e-06 6.326056938088819034e-09 1.586583784726341984e-04 -1.436339790098415392e-01 -1.434753206313689189e-01
1.491586970319808510e-06 1.048848839124898021e-06 6.264646221090035023e-09 4.925783488543902799e-05 2.705365032677757853e-01 2.705857611026612486e-01
1.512378714875597639e-06 1.034483985058082359e-06 6.178856491093470917e-09 3.575615302147880370e-05 6.207762813257389212e-02 6.211338428559537439e-02
1.527060054652824281e-06 1.024593073048814583e-06 6.119782434569878413e-09 1.474933063622119178e-05 9.659006282531379384e-02 9.660481215595001503e-02
1.533097332935864092e-06 1.020613360982213679e-06 6.096010973704217667e-09 1.007857514554975908e-04 4.189842239537426849e-01 4.190850097051981860e-01
1.531523128211559300e-06 1.021717683883727876e-06 6.102605059205664867e-09 9.876664243360297468e-05 9.229436957378922557e-02 9.239313621622283201e-02
1.526248940192822780e-06 1.025303930842007730e-06 6.124022748371939563e-09 -6.114797815702857631e-05 -6.623403852485942878e-02 -6.629518650301645388e-02
1.521255935007765468e-06 1.028724864830707001e-06 6.144453087241921888e-09 -1.040963753083934407e-04 -2.136107579672810175e-01 -2.137148543425894109e-01
1.517655252644793859e-06 1.031221361891699594e-06 6.159362186179434474e-09 -2.029857077897496975e-04 4.549706440067957658e-02 4.529407869288983035e-02
1.513460568438257279e-06 1.034149073415274424e-06 6.176638851873772050e-09 -3.795374422705041773e-04 2.418551606813359456e-01 2.414756232390654345e-01
1.508042052882555049e-06 1.037929325290972563e-06 6.199073902046556691e-09 -1.156392583475072955e-04 2.032510836089826967e-01 2.031354443506351859e-01
1.504535676361497763e-06 1.040404585690342686e-06 6.213855086857274223e-09 1.674610388211449086e-04 -4.567829404625332046e-01 -4.566154794237120562e-01
1.508157868495012058e-06 1.037961910781394834e-06 6.199264437599221475e-09 2.482097666914317990e-07 -2.200864207651616056e-01 -2.200861725553949211e-01
1.521757394694646015e-06 1.028740662025981152e-06 6.144195994284266243e-09 9.490337747159946491e-05 -1.974045071734682466e-01 -1.973096037959966575e-01
1.541814516289269517e-06 1.015411342364643352e-06 6.064597781646816884e-09 3.550816721986163604e-04 9.955546567589834694e-02 9.991054734809695637e-02
1.559180649278790983e-06 1.004155324153244345e-06 5.997374045219446951e-09 4.983196023281843967e-04 2.669584136527500817e-01 2.674567332550782384e-01
1.566521593205803843e-06 9.995029405955605060e-07 5.969594406162381016e-09 5.496048527900351810e-04 4.792889223970604462e-01 4.798385272498504883e-01
1.562419939266492951e-06 1.002178344902211128e-06 5.985601645754082121e-09 4.868797191054721751e-04 1.733798027186885804e-01 1.738666824377940456e-01
1.549724149847984164e-06 1.010443370957404606e-06 6.034961911760123754e-09 3.511184919032205032e-04 -1.157820251619305907e-01 -1.154309066700273667e-01
1.532226680221183520e-06 1.022038252303647306e-06 6.104206256170105625e-09 2.302518711860060407e-04 8.605828536570570009e-02 8.628853723689169919e-02
1.512030734017013064e-06 1.035745795368263972e-06 6.186073348557042310e-09 1.268529318620183199e-04 1.419435236342447837e-01 1.420703765661067985e-01
1.490074301037376162e-06 1.051066269214912925e-06 6.277560494947108226e-09 2.271204244971500308e-05 1.484324631170910180e-01 1.484551751595407365e-01
1.468292610967411012e-06 1.066718289786421016e-06 6.371025377560474561e-09 -4.249858963548819313e-05 -1.538988300569545942e-01 -1.539413286465900754e-01
1.450733015504955885e-06 1.079689758759413025e-06 6.448484010748248892e-09 -2.971586508939902394e-05 -2.038611824184570764e-01 -2.038908982835464789e-01
1.441258650740922168e-06 1.086846597261622284e-06 6.491222365363837394e-09 -7.891658391628170177e-05 -2.283427452250688106e-01 -2.284216618089850992e-01
1.441292070340562833e-06 1.086969385919347476e-06 6.491953617452048897e-09 6.558013399563661361e-05 -1.244017849024867672e-01 -1.243362047684911376e-01
1.448920454781664330e-06 1.081304794081399390e-06 6.458122037982499058e-09 9.328341875415938067e-05 -1.391091171074023691e-01 -1.390158336886481993e-01
1.460951266450163392e-06 1.072457604918073230e-06 6.405285540135243513e-09 1.445206368923465656e-04 6.983079324868590732e-02 6.997531388557826082e-02
1.473575099412332409e-06 1.063326827290952705e-06 6.350755369805176994e-09 1.036484255390220099e-04 6.147819734788129153e-02 6.158184577342031008e-02
1.483428742988563185e-06 1.056320409110976536e-06 6.308910483969907302e-09 7.801217229821966193e-05 1.609456773181676681e-01 1.610236894904658878e-01
1.488638298174966766e-06 1.052680596912552870e-06 6.287170354732136525e-09 2.689334676960614123e-05 1.515339952612588803e-01 1.515608886080284934e-01
1.494257876577317446e-06 1.065923443237865117e-06 6.140615739202203618e-09 4.692433860719116834e-04 5.744201027267514803e-02 5.791125365874705971e-02
1.490503905020218296e-06 1.068663541588291297e-06 6.156427781508186875e-09 2.930074596293082145e-04 6.365273669977256077e-02 6.394574415940186551e-02
1.483515256341282633e-06 1.073752410643000442e-06 6.185788355866117049e-09 1.693956584377549757e-04 9.323422488679256048e-02 9.340362054523031199e-02
1.473574574333448127e-06 1.081050939979275887e-06 6.227878700022266672e-09 6.269054953085551052e-05 5.465462188807279631e-02 5.471731243760365182e-02
1.460605535060308220e-06 1.090705664489779859e-06 6.283541569228574008e-09 7.174174254255538674e-06 9.566302492214795450e-02 9.567019909640220310e-02
1.446461406886871251e-06 1.101427656818751686e-06 6.345352170151131029e-09 2.373119170886311968e-05 7.232153084824588518e-02 7.234526203995475524e-02
1.435519523958455522e-06 1.109879692167195599e-06 6.394088787439461152e-09 -2.872406583897396670e-05 -2.019919043171221062e-01 -2.020206283829610872e-01
1.432034808797063578e-06 1.112636861372168845e-06 6.410019677383527612e-09 9.304117869857186918e-05 -3.890011808235769308e-01 -3.889081396448783590e-01
1.437716690896512585e-06 1.108295490872875489e-06 6.385058564953268422e-09 1.209599808454399350e-04 -1.819225383166322985e-01 -1.818015783357868620e-01
1.450879233316283270e-06 1.098295459306987265e-06 6.327501972988224089e-09 1.236627831653833165e-04 8.777207903182215887e-02 8.789574181498754912e-02
1.466883341927473032e-06 1.086366405136734717e-06 6.258832992939058606e-09 2.414351342134510303e-04 5.258266696427327247e-02 5.282410209848672350e-02
1.481431338464051111e-06 1.075751485755208668e-06 6.197731381398283691e-09 1.696087171312136987e-04 1.140839855654771640e-01 1.142535942826083811e-01
1.492829259889258459e-06 1.067591577272823803e-06 6.150768028671954869e-09 1.871972367772714585e-04 1.046767102436430008e-01 1.048639074804202653e-01
1.500961252058297629e-06 1.061864946498571271e-06 6.117768447087229451e-09 -1.596809915726665752e-04 -2.493631709265820007e-02 -2.509599808423086664e-02
1.507446846631166028e-06 1.065062529781404092e-06 6.031200216305369013e-09 -1.169887292600500783e-04 1.835999909655985363e-01 1.834830022363384827e-01
1.509205882277959834e-06 1.063879174609845659e-06 6.024487253023168638e-09 -4.956807048765513035e-04 4.856635644770612714e-02 4.807067574282957584e-02
1.506929180561236088e-06 1.065544608433498159e-06 6.033906524457566418e-09 -4.583984677839318678e-04 8.632764966757555669e-02 8.586925119979162135e-02
1.499637122333099296e-06 1.070784440339461870e-06 6.063565163713385749e-09 -4.088807989754347783e-04 1.450001771641264980e-01 1.445912963651510563e-01
1.489206698218907002e-06 1.079805136881442831e-06 6.093805874097380929e-09 -3.253360770394224388e-04 2.244032864001184180e-01 2.240779503230790060e-01
1.479418903455388881e-06 1.087005436725929211e-06 6.134451854137180041e-09 -1.681433908566516700e-04 -2.895648568115465338e-01 -2.897330002024031681e-01
1.474469471026873531e-06 1.088172671197432670e-06 6.166999683030815536e-09 -1.570727629375545664e-05 -2.583546022556308941e-01 -2.583703095319246357e-01
1.481326171773573457e-06 1.083192573780591593e-06 6.138782935382455349e-09 2.185694378042425667e-04 -2.841888737061459835e-01 -2.839703042683417444e-01
1.499897481954132321e-06 1.069836789973299145e-06 6.063096912292880518e-09 3.968675644064577346e-04 -1.314355152195503251e-01 -1.310386476551438639e-01
1.526121972128381571e-06 1.051507867938572713e-06 5.959225906370256701e-09 3.771175126473791384e-04 -1.232467358041304806e-01 -1.228696182914831014e-01
1.553675966760803833e-06 1.032913965683263189e-06 5.853850189808207652e-09 2.984928853978670305e-04 3.421959711694420037e-01 3.424944640548398533e-01
1.576060256130085277e-06 1.018298132684747635e-06 5.771013603806587798e-09 3.461465579993952546e-04 1.557059679642183170e-01 1.560521145222177053e-01
1.589365744512486502e-06 1.009827746701573369e-06 5.723001632323349552e-09 1.613230191895471954e-04 2.882578335126915192e-01 2.884191565318810491e-01
1.594183757645035675e-06 1.006830159193842925e-06 5.706004631566571813e-09 1.454231104684074183e-04 1.679514955457346304e-01 1.680969186562030482e-01
1.594269234675500433e-06 1.006801226514919630e-06 5.705910337581680881e-09 6.300653008966747293e-05 -1.568086372703074716e-01 -1.567456307402178006e-01
1.593654895770797707e-06 1.007239634594148780e-06 5.708424635461106549e-09 1.630474039871661340e-04 3.660114421622395753e-02 3.676419162021112019e-02
1.594244888459581982e-06 1.006904638997780605e-06 5.706517379635008798e-09 -1.803206261060535942e-05 -3.502911992124602136e-02 -3.504715198385662672e-02
1.598268462921153370e-06 1.009929222680416036e-06 5.668660890850709538e-09 9.308129332551151602e-05 4.545232156704059889e-02 4.554540286036611041e-02
1.598176108082402910e-06 1.010134462022892276e-06 5.669708995254649648e-09 9.154209177143421416e-05 1.247806758030147734e-01 1.248722178947862110e-01
1.596809090985667939e-06 1.011063262757770792e-06 5.674821061351336243e-09 1.898081744217371136e-04 7.688781396082688957e-02 7.707762213524863015e-02
1.596963109083502655e-06 1.010979070748797698e-06 5.673888061158266869e-09 2.304584785468577479e-04 -1.663370671894952579e-01 -1.661066087109484002e-01
1.602417188255409221e-06 1.007591382340471215e-06 5.654877286277380300e-09 2.778007510563854088e-04 -2.269781587628916242e-01 -2.267003580118352457e-01
1.615761933234924940e-06 9.993222838855252486e-07 5.608472682997174092e-09 3.150487835746271226e-04 -1.140725102832380600e-01 -1.137574614996634259e-01
1.634362240596911746e-06 9.880014592288363315e-07 5.544940019468226852e-09 1.725891489709578674e-04 -4.285689217572041798e-02 -4.268430302674945664e-02
1.651325280079406356e-06 9.779048848618775406e-07 5.488270093387175050e-09 8.694975056442594274e-05 2.325351829193156306e-01 2.326221326698800496e-01
1.660578946768224895e-06 9.725068562215402975e-07 5.457977817565547914e-09 5.593300677934204268e-05 5.721560017754789840e-01 5.722119347822582913e-01
1.658875722446264108e-06 9.735567947859157690e-07 5.463872892937307937e-09 -1.140148475872078404e-04 -1.169225703099101565e-01 -1.170365851574973609e-01
1.647350196937144402e-06 9.804197613852100111e-07 5.502394357451157967e-09 -4.153047151484214050e-04 2.590555579082884918e-01 2.586402531931400461e-01
1.630726420189749173e-06 9.904662416851629631e-07 5.558783922860707986e-09 -1.786889024972850015e-04 6.319423718711014715e-02 6.301554828461286561e-02
1.614419583569851311e-06 1.000523361128273324e-06 5.615231881747873947e-09 -3.373383287055831126e-04 -1.763625467354916765e-01 -1.766998850641972596e-01
1.601160481027796362e-06 1.008861861000892584e-06 5.662033607061253406e-09 -3.288209220876810168e-04 -6.479093742725083871e-02 -6.511975834933851626e-02
1.592476135592601335e-06 1.014417088454319170e-06 5.693214764912143966e-09 -2.359707899632981776e-04 -1.119801259166255392e-01 -1.122160967065888304e-01
1.589207690840664013e-06 1.016557084097052719e-06 5.705227890478360683e-09 -1.371443498191168842e-04 4.551171946190990525e-02 4.537457511209078836e-02
1.591097729707911406e-06 1.015403203161890362e-06 5.698753860965312560e-09 6.625439542200933785e-05 -1.922688402268697416e-01 -1.922025858314477254e-01
1.598166894026556580e-06 1.010965073040611604e-06 5.673849713386900072e-09 1.770846697520846169e-04 -5.836185714027486426e-02 -5.818477247052278312e-02
1.608999583414391855e-06 1.004211630428691528e-06 5.635951272028174725e-09 1.901558257123535378e-04 -1.012430306266889346e-01 -1.010528748009765776e-01
1.620268475605357152e-06 9.972799996679053215e-07 5.597052459449524972e-09 8.043688977895854797e-05 2.294283644345149753e-01 2.295088013242939373e-01
1.626931279296796008e-06 9.932487578974672156e-07 5.574426473677004707e-09 2.439407715599736792e-05 1.687998723739738693e-01 1.688242664511298563e-01
1.624903010990113129e-06 9.945478611196654713e-07 5.581660461916651014e-09 4.289144918160139874e-05 2.611520314094271100e-01 2.611949228586087357e-01
1.613637033338415999e-06 1.001544332176782921e-06 5.620930319521979898e-09 -1.549734519425763346e-04 2.206637799550179579e-01 2.205088065030753885e-01
1.595725010676697705e-06 1.012840158216316385e-06 5.684328729920595503e-09 -7.191459999197208353e-05 -6.886816319424227117e-03 -6.958730919416199201e-03
1.575636426903520514e-06 1.025807757154774798e-06 5.757108112612937248e-09 5.816476189485914050e-06 -3.508508810715937898e-02 -3.507927163096989653e-02
1.557888738340765759e-06 1.037549027949154086e-06 5.823004295106597997e-09 4.385417070954661378e-05 -5.380085917793842043e-02 -5.375700500722887382e-02
1.544394267704760259e-06 1.046670365574891679e-06 5.874197284048958649e-09 1.246979160313757551e-04 -2.150595263472698804e-01 -2.149348284312385116e-01
1.534186196258420190e-06 1.053690434352426686e-06 5.913598194109028308e-09 2.275911755696934102e-04 7.321906616475182261e-02 7.344665734032151949e-02
1.526825172927415293e-06 1.058826061615325514e-06 5.942427051194505066e-09 2.155927307335263332e-04 1.260799155552305706e-01 1.262955082859640865e-01
1.523147421962324129e-06 1.061430940970305375e-06 5.957129363704581857e-09 3.629615247868374361e-04 -2.141417969882795092e-01 -2.137788354634926613e-01
1.523477199935848254e-06 1.061187173050965817e-06 5.955574719786475191e-09 5.170684258207734751e-04 -2.390237655718170373e-01 -2.385066971459962604e-01
1.528477359744606746e-06 1.057760461127569827e-06 5.936462546296242122e-09 5.427477909399729128e-04 9.296122781384852374e-02 9.350397560478850012e-02
1.537071738652571802e-06 1.051898671278422469e-06 5.903598471472394076e-09 5.175963543833234093e-04 5.094692505300102425e-02 5.146452140738434766e-02
1.545507672391305663e-06 1.046211460988577762e-06 5.871691395832413902e-09 4.525455816215551152e-04 -7.717245996497545946e-02 -7.671991438335390434e-02
1.549962367143166092e-06 1.043257627480781149e-06 5.855137664483349552e-09 4.199058185033292812e-04 2.933943277472863542e-01 2.938142335657896731e-01
1.547952004344454211e-06 1.044663193118186428e-06 5.863073332159647652e-09 2.190778000113365043e-04 1.891111148881101656e-01 1.893301926881215125e-01
1.538478197168290167e-06 1.051151756694767873e-06 5.899492543863920708e-09 2.448346590154110158e-04 1.762061410202360179e-01 1.764509756792514428e-01
1.523082197066011586e-06 1.061833838739418760e-06 5.959444831364703728e-09 2.971850219771546286e-05 1.011674432970828263e-01 1.011971617992805383e-01
1.505473020423296659e-06 1.074311403893943534e-06 6.029471950652171183e-09 -3.194269471445965181e-05 -1.294858358871415760e-01 -1.295177785818560356e-01
1.489917391960992127e-06 1.085585925613356155e-06 6.092747571837940528e-09 4.027599604085677076e-05 -6.076094523560904292e-02 -6.072066923956818962e-02
1.479732352972454636e-06 1.093116097988193119e-06 6.135011346947018127e-09 1.369149986488217563e-04 -6.857928865600548818e-02 -6.844237365735666989e-02
1.476136386247424678e-06 1.095836850482958076e-06 6.150285222624913820e-09 7.527734302857982951e-05 -3.309904110967618607e-01 -3.309151337537332704e-01
1.478291281523623829e-06 1.094294380299902808e-06 6.141656200750604465e-09 2.267598461030938262e-04 8.533156971016708781e-02 8.555832955627018510e-02
1.484587961512503846e-06 1.089710147515117779e-06 6.115935173091192630e-09 1.799709482455391640e-04 -2.580623020775085763e-02 -2.562625925950531847e-02
1.493534917826480649e-06 1.083234360671160511e-06 6.079642588616416417e-09 2.689063613550632392e-04 -5.635997118980995424e-03 -5.367090757625932185e-03
1.503548800085418272e-06 1.076075117863837452e-06 6.039478900056010854e-09 3.604069864681265500e-04 -3.379664931290093932e-02 -3.343624232643281624e-02
1.513843702130358732e-06 1.068812554689395934e-06 5.998730569609309652e-09 2.613668774853923626e-04 2.203482884566732025e-02 2.229619572315271261e-02
1.523193582133356543e-06 1.062307604739182391e-06 5.962227290768849202e-09 6.134906259993785915e-05 1.401229499374068155e-01 1.401842990000067568e-01
1.529284164789016548e-06 1.058136042801454912e-06 5.938767486647309533e-09 -6.619974842420051075e-05 6.163850284220018239e-02 6.157230309377598187e-02
1.538541062823477225e-06 1.069205952035046686e-06 5.822181522231399523e-09 2.608875186253280243e-04 2.103602348317128445e-01 2.106211223503381691e-01
1.534924228013417975e-06 1.071788150233924722e-06 5.836158470777349438e-09 1.194298767071243217e-04 7.831321386571055143e-02 7.843264374241767922e-02
1.528152658543741408e-06 1.076593330807454846e-06 5.862330056141824295e-09 9.180365849746977003e-05 2.444533072642407490e-02 2.453713438492154467e-02
1.520205436183045613e-06 1.082274691181124217e-06 5.893309821618044083e-09 1.188510491341200626e-04 -6.433155684512925632e-02 -6.421270579599513972e-02
1.512678130794034105e-06 1.087717630826358760e-06 5.922942784190227113e-09 -8.245707189996273612e-05 3.164940445363662036e-02 3.156694738173665415e-02
1.505643255684837708e-06 1.098031177687400086e-06 5.900832589582676566e-09 4.020100958613409547e-05 7.505299190315284363e-03 7.545500199901418459e-03
1.498245216486802775e-06 1.103510111138007970e-06 5.930277877963696797e-09 -8.463997907651871211e-05 5.905268861266321778e-02 5.896804863358669907e-02
1.490708039085186123e-06 1.109146954855015774e-06 5.960571690511973209e-09 1.805583923258219370e-05 7.707907004889058555e-02 7.709712588812317469e-02
1.484422956541187538e-06 1.113900688490382521e-06 5.986119995216986930e-09 1.214693863258800577e-04 -1.598171141275539497e-01 -1.596956447412280766e-01
1.482024621273099952e-06 1.115760854025001932e-06 5.996119022394964925e-09 9.737992157652849978e-05 -7.906180639356996664e-02 -7.896442647199343468e-02
1.485493927375447672e-06 1.113212408482639056e-06 5.982426517690035477e-09 4.616160386988060749e-05 -1.661153009249272117e-01 -1.660691393210573241e-01
1.494739971606410902e-06 1.106383169130941281e-06 5.945730499625694213e-09 2.349536899271323365e-05 -1.633564310338861958e-01 -1.633329356648934860e-01
1.507340062033595877e-06 1.097190871742274536e-06 5.896336507330485394e-09 1.372907305437973124e-04 1.843823157044823802e-01 1.845196064350261844e-01
1.520147197458102377e-06 1.088002818066638047e-06 5.846964940003354138e-09 -1.695201517572936245e-05 2.566502617842303380e-04 2.396982466085009755e-04
1.531018249037043988e-06 1.080332879113154921e-06 5.805750575868922124e-09 -2.158478068501820668e-05 1.772326855032648751e-01 1.772111007225798673e-01
1.538582361602190495e-06 1.075076991114366342e-06 5.777508370577306529e-09 -7.004866987360414132e-05 -3.449469554333894905e-02 -3.456474421321255319e-02
1.542703259380829540e-06 1.072260714630807978e-06 5.762373200121371811e-09 -1.054274401957946972e-04 1.346900936245898350e-01 1.345846661843940473e-01
1.541589736157589021e-06 1.063646784863409647e-06 5.840493506931129821e-09 -4.632058379923816027e-04 1.603935596950822884e-01 1.599303538570898964e-01
1.538570255788522417e-06 1.065792397779275053e-06 5.852234610791480557e-09 -5.262241321802550720e-04 2.701019967910056607e-03 2.174795835729801535e-03
1.532615414142163425e-06 1.069991217844054285e-06 5.875258557717144497e-09 -5.529527638504505571e-04 1.106689496568549202e-01 1.101159968930044697e-01
1.524843033047748867e-06 1.075502992167158104e-06 5.905494941247872809e-09 -6.779831756932030995e-04 -2.932118607964362411e-02 -2.999916925533682721e-02
1.517386506059925717e-06 1.080846449240081037e-06 5.934803657069887202e-09 -5.900675291867392425e-04 5.442823005599350950e-02 5.383816252680677372e-02
1.512909886494623430e-06 1.084103455765998429e-06 5.952650157152710746e-09 -5.177357963765220894e-04 -1.423588159137310072e-01 -1.428765517101075189e-01
1.514403482165203175e-06 1.083088207163693723e-06 5.947101571691660486e-09 -2.298679470028944238e-04 -2.096334162348654218e-01 -2.098632841818683092e-01
1.522542519666353837e-06 1.077355888872214939e-06 5.915601111005878824e-09 -1.621336519345428773e-04 -1.698947247298079333e-01 -1.700568583817424761e-01
1.534775019532057624e-06 1.068826028693426712e-06 5.868741284565054349e-09 -1.485499852566275758e-04 6.816351254783370450e-02 6.801496256257708040e-02
1.547179550967902560e-06 1.060313199434050553e-06 5.821975042851300278e-09 -2.134928078336775781e-04 2.718918373947349920e-01 2.716783445869013214e-01
1.556274082270459985e-06 1.054173287426748733e-06 5.788237228999190172e-09 -2.425884018417492904e-04 3.518686726443753798e-02 3.494427886259578869e-02
1.560288874716993057e-06 1.051517002815518516e-06 5.773627542303953448e-09 -1.209639858567000681e-04 5.181159745024643826e-02 5.169063346438973472e-02
1.559493974783479231e-06 1.052096940744808321e-06 5.776935588769767888e-09 -2.014859008141467456e-04 1.719283877723487564e-01 1.717269018715346096e-01
1.555700545878271052e-06 1.054718805195054287e-06 5.791307024141385918e-09 -1.269123362643495567e-04 1.029992851347696359e-01 1.028723727985052794e-01
1.550926350479398334e-06 1.058022169067885800e-06 5.809419950703541067e-09 -1.129687716701702205e-04 -1.014039513943014725e-01 -1.015169201659716358e-01
1.546059984958206879e-06 1.061409215848548697e-06 5.827992156423974092e-09 -7.821716888004037749e-05 -5.879336257793710274e-02 -5.887157974681714312e-02
1.541126819551857991e-06 1.064863817808329573e-06 5.846935057910770893e-09 -1.821080561553584110e-04 7.337249015410485242e-02 7.319038209794949401e-02
1.536343401869248299e-06 1.068236482961094601e-06 5.865427855798297677e-09 -1.474120842159983014e-04 2.420162905917759844e-01 2.418688785075599756e-01
1.532059776874026726e-06 1.071280390675262957e-06 5.882117598127214715e-09 -1.527042869041220219e-04 -2.525237413048841972e-01 -2.526764455917883123e-01
1.529492936157580874e-06 1.073134294305233445e-06 5.892284687133173823e-09 -1.171565432322475842e-04 -7.445005857379349834e-02 -7.456721511702574245e-02
1.530135668579755695e-06 1.072730564583886736e-06 5.890118354085913866e-09 -1.553981822401580282e-04 5.461264750286431990e-02 5.445724932062416535e-02
1.531630936654798044e-06 1.068167692953413411e-06 5.901439987358782525e-09 -8.162581577941807609e-05 -6.892963986816091904e-02 -6.901126568394033711e-02
1.530035759785908485e-06 1.059089684838990801e-06 5.985249641231771023e-09 -2.122777680741219641e-04 1.489133127424917546e-01 1.487010349744176396e-01
1.525654974918103456e-06 1.062186378395166176e-06 6.002729900571474250e-09 -1.206590221572122201e-04 3.257013788322051795e-01 3.255807198100479916e-01
1.518588553018292351e-06 1.067184535603542147e-06 6.030960325953863040e-09 -1.086887106057088381e-04 1.145410038273482201e-01 1.144323151167425112e-01
