S T U q1 q2 q3 WinSize
7.964501328435936824e-06 1.073583589157915375e-06 1.000000048893881218e-08 -2.481896782219186748e-02 1.075900207880200909e+00 1.051081240058008959e+00 6.000000000000000000e+00
7.962431591705980069e-06 1.073696460226941788e-06 1.000005299748280889e-08 -2.521688453246827277e-02 1.153497520008629706e+00 1.128280635476161420e+00 6.000000000000000000e+00
7.887057327046615766e-06 1.073923605051273629e-06 1.000116908541241082e-08 -2.347328253165305301e-02 3.031245278982215297e-01 2.796512453665684905e-01 6.000000000000000000e+00
7.810481435831482806e-06 1.074152974443991915e-06 1.000230634712385831e-08 -2.402359975901052769e-02 -2.392047349273429546e-01 -2.632283346863534823e-01 6.000000000000000000e+00
7.746722745420281348e-06 1.074372871294094065e-06 1.000326748131814030e-08 -2.254100661297148145e-02 -6.118412914603332808e-02 -8.372513575900480953e-02 6.000000000000000000e+00
7.749393163558955085e-06 1.073969230542065710e-06 1.000925016331236188e-08 -2.240402234891049338e-02 1.308512527426977101e-01 1.084472303937872167e-01 6.000000000000000000e+00
7.998941625333189187e-06 1.082978021853104951e-06 1.001150078102897853e-08 -2.176063886801418712e-02 -4.216122164040676523e-01 -4.433728552720818117e-01 6.000000000000000000e+00
8.017438231095654557e-06 1.080357321615602308e-06 1.001147566883857162e-08 -2.153563797953367276e-02 7.311309148006639447e-01 7.095952768211302164e-01 6.000000000000000000e+00
8.042048782695687185e-06 1.076804587694180158e-06 1.001142826316350194e-08 -2.137002879704726077e-02 4.414591748920972947e-01 4.200891460950500478e-01 6.000000000000000000e+00
8.065578685141462111e-06 1.073476292987351099e-06 1.001138180598582837e-08 -2.220520377163702486e-02 8.793193516789692410e-01 8.571141479073322023e-01 6.000000000000000000e+00
8.110465543862884901e-06 1.073693877597277987e-06 1.000822558523841947e-08 -2.251538638793398883e-02 9.002272731885057055e-01 8.777118868005717722e-01 6.000000000000000000e+00
8.083239900172174970e-06 1.073991512977683679e-06 1.000678479594541948e-08 -2.364072374125140985e-02 7.413074373104535653e-01 7.176667135692021970e-01 6.000000000000000000e+00
7.988799716692838106e-06 1.074249767484939520e-06 1.000820997852211821e-08 -2.323367173306069289e-02 5.920363845325855578e-01 5.688027127995248788e-01 6.000000000000000000e+00
7.844378465146129210e-06 1.074587759274285587e-06 1.001037804099146104e-08 -2.307944611744125463e-02 3.321102887353930555e-01 3.090308426179517731e-01 6.000000000000000000e+00
7.655519006826668930e-06 1.074997034086411461e-06 1.001320956229408421e-08 -2.306014118918250921e-02 8.239026573846714996e-01 8.008425161954889626e-01 6.000000000000000000e+00
7.492480761612613861e-06 1.075366120452989654e-06 1.001566624248073514e-08 -2.281422669506632389e-02 4.079287615335953632e-01 3.851145348385290323e-01 6.000000000000000000e+00
7.382823784287494575e-06 1.075650909569652780e-06 1.001733764206119584e-08 -2.245094464549908519e-02 -7.522377771521071566e-02 -9.767472236070980085e-02 6.000000000000000000e+00
7.360176820087243169e-06 1.075560961592198714e-06 1.002015722047116196e-08 -2.042765127352041965e-02 -1.513326462021034047e-01 -1.717602974756238243e-01 6.000000000000000000e+00
8.007696458889460901e-06 1.101072306303162038e-06 1.002263506273569634e-08 -2.078014700522490266e-02 -1.560489714317565557e-01 -1.768291184369814584e-01 6.000000000000000000e+00
8.042154613233445937e-06 1.095724935657681566e-06 1.002248136154921062e-08 -2.040248048561423000e-02 -4.089099489068068749e-01 -4.293124293924210910e-01 6.000000000000000000e+00
8.089557751602354953e-06 1.088431493958859113e-06 1.002226081771658490e-08 -2.056193017593374583e-02 6.850105162430963901e-02 4.793912144837589318e-02 6.000000000000000000e+00
8.135272917325546706e-06 1.081606499160477712e-06 1.002205622575340651e-08 -2.121135123871507877e-02 6.197776172716160659e-01 5.985662660329009732e-01 6.000000000000000000e+00
8.171812098819288274e-06 1.076369255087441693e-06 1.001839493223301585e-08 -2.112574145190947161e-02 1.374429658549443545e+00 1.353303917097534059e+00 6.000000000000000000e+00
8.186952189958583611e-06 1.074429552820332228e-06 1.001604826519542017e-08 -2.227619872900414577e-02 1.567361270655652561e+00 1.545085071926648457e+00 6.000000000000000000e+00
8.111870855350684394e-06 1.074658385259153946e-06 1.001722241016853893e-08 -2.267456032640552399e-02 1.006688461091817643e+00 9.840139007654120640e-01 6.000000000000000000e+00
7.916510888986328401e-06 1.075081958393023577e-06 1.002021181916003854e-08 -2.248695765256185364e-02 9.038148201283000560e-01 8.813278624757382440e-01 6.000000000000000000e+00
7.620740760745353620e-06 1.075669002756156188e-06 1.002472389689639032e-08 -2.236611623199777354e-02 6.661251661475819930e-01 6.437590499155841917e-01 6.000000000000000000e+00
7.254063711598968234e-06 1.076372294101142357e-06 1.003031830653604209e-08 -2.113733315120907424e-02 2.848405482659117638e-01 2.637032151147026826e-01 6.000000000000000000e+00
6.872159306223977123e-06 1.077101691269992304e-06 1.003615486681270426e-08 -2.005322994086111005e-02 3.498615691764328517e-01 3.298083392355717347e-01 6.000000000000000000e+00
6.524454046807513269e-06 1.077776780917729202e-06 1.004148429284825192e-08 -1.841657644378131425e-02 9.018753517514532803e-02 7.177095873136402071e-02 6.000000000000000000e+00
6.254810154904984413e-06 1.078326098309918690e-06 1.004564098687748844e-08 -1.706581074838313394e-02 -3.125988793816532052e-01 -3.296646901300363530e-01 6.000000000000000000e+00
6.104756184097160463e-06 1.078681990258288126e-06 1.004799513804015054e-08 -1.663816218270907504e-02 1.890117013667609314e-01 1.723735391840518494e-01 6.000000000000000000e+00
6.116375125744136951e-06 1.081210923524725309e-06 1.004873075537410696e-08 -1.658526415125902848e-02 1.553759069981701657e-01 1.387906428469111442e-01 6.000000000000000000e+00
6.122527912342097829e-06 1.078835583049968759e-06 1.004864193741415949e-08 -1.598852134399028624e-02 2.568554931768023408e-01 2.408669718328120546e-01 6.000000000000000000e+00
6.774995063763023289e-06 1.099886580904282917e-06 1.006620199856420684e-08 -1.689506425547687013e-02 3.884469899951579208e-01 3.715519257396810437e-01 6.000000000000000000e+00
6.795869544804947347e-06 1.093509646531959179e-06 1.004794516104438477e-08 -1.728620477573704350e-02 5.808275377364129355e-01 5.635413329606758781e-01 6.000000000000000000e+00
6.821632864657851353e-06 1.085928560217337326e-06 1.003764770466483260e-08 -1.803450121861123467e-02 4.535910338501754069e-01 4.355565326315641861e-01 6.000000000000000000e+00
6.847231347601473602e-06 1.078645756338489504e-06 1.003191306596193521e-08 -1.845784522893656465e-02 7.020202972109004236e-01 6.835624519819638589e-01 6.000000000000000000e+00
7.036618048050868491e-06 1.081407325676305970e-06 1.002666110277661922e-08 -1.993149521154010534e-02 7.354510578175457169e-01 7.155195626060055769e-01 6.000000000000000000e+00
7.047542365028558687e-06 1.079039679167394257e-06 1.002221783055836491e-08 -2.031164741060303980e-02 8.965126066871569321e-01 8.762009592765538368e-01 6.000000000000000000e+00
7.042339822504986787e-06 1.079160467370060261e-06 1.002234681181221364e-08 -2.064839621064917113e-02 7.158522555388397990e-01 6.952038593281906209e-01 6.000000000000000000e+00
6.947115596232041479e-06 1.079867269146052820e-06 1.001858363331270718e-08 -2.048767366744138479e-02 9.932782933353951904e-01 9.727906196679537709e-01 6.000000000000000000e+00
6.789969346504289299e-06 1.080238847409940484e-06 1.002103162671821438e-08 -2.008203034887632438e-02 1.037947797338306444e+00 1.017865766989430210e+00 6.000000000000000000e+00
6.600415552507119503e-06 1.080664405700087588e-06 1.002397973623269900e-08 -1.982404658973480754e-02 6.192907977892918581e-01 5.994667511995570575e-01 6.000000000000000000e+00
6.405380634774353667e-06 1.081099632853594966e-06 1.002701695321125973e-08 -1.896349840768107864e-02 1.494011640254093720e-01 1.304376656177282934e-01 6.000000000000000000e+00
6.246660739773981266e-06 1.081475579063417327e-06 1.002950391306644125e-08 -1.814680829324685080e-02 2.666473174359769160e-01 2.485005091427300583e-01 6.000000000000000000e+00
6.143355291839807801e-06 1.081760592675173294e-06 1.003114729858687898e-08 -1.727969750657530612e-02 1.926990916717237212e-01 1.754193941651484012e-01 6.000000000000000000e+00
6.123331005469994884e-06 1.081576577796496207e-06 1.003524287163197973e-08 -1.693488930018500344e-02 -2.069515841951918844e-01 -2.238864734953768809e-01 6.000000000000000000e+00
6.503479013925001131e-06 1.095756750485011042e-06 1.003560485706603845e-08 -1.743660136580118397e-02 1.227640134401877248e-01 1.053274120743865339e-01 6.000000000000000000e+00
6.516050727861909230e-06 1.091562535953385133e-06 1.003504276836425308e-08 -1.762655051410778884e-02 4.386964636452361788e-01 4.210699131311284038e-01 6.000000000000000000e+00
6.531085286548239765e-06 1.086448185106730041e-06 1.003096987549344189e-08 -1.784258690344601994e-02 7.706044468514861023e-01 7.527618599480401240e-01 6.000000000000000000e+00
6.545848406885753909e-06 1.081552381160128721e-06 1.002669013605274297e-08 -1.788409272194176058e-02 1.009995315538425587e+00 9.921112228164837843e-01 6.000000000000000000e+00
6.617562862235166129e-06 1.081784221706490701e-06 1.002230333465235055e-08 -1.889461877663903278e-02 8.652298654838208591e-01 8.463352467071818541e-01 6.000000000000000000e+00
7.771020086890862694e-06 1.133371073956096081e-06 1.001875169283560228e-08 -2.050035680860816389e-02 8.721760669529583510e-01 8.516757101443501732e-01 6.000000000000000000e+00
7.714685766177584107e-06 1.134934359536224314e-06 1.002014249878839761e-08 -2.115995499839143368e-02 8.835399725449750719e-01 8.623800175465836659e-01 6.000000000000000000e+00
7.592845059191392642e-06 1.138343632825394916e-06 1.002315540905085448e-08 -2.153860781053913709e-02 7.534962584061499768e-01 7.319576505956107981e-01 6.000000000000000000e+00
7.429454124531680678e-06 1.143276718634296345e-06 1.002732649909783802e-08 -2.124333819872692430e-02 5.879521913888119400e-01 5.667088531900850157e-01 6.000000000000000000e+00
7.245030229718286853e-06 1.149441237697423994e-06 1.003225170957508635e-08 -2.028033996370481873e-02 7.091056895149048245e-01 6.888253495512000057e-01 6.000000000000000000e+00
7.061213657608614490e-06 1.156306275162036393e-06 1.003742669862033339e-08 -1.913143281443529381e-02 4.852566245822593771e-01 4.661251917678240764e-01 6.000000000000000000e+00
7.869523977482844191e-06 1.206862752691766116e-06 1.004225181845644993e-08 -1.883494247621426976e-02 3.877392031117921078e-02 1.993897783496494103e-02 6.000000000000000000e+00
7.757413827787608415e-06 1.213746923053955133e-06 1.004636160451029052e-08 -1.807484909828745157e-02 1.859700927734593279e-01 1.678952436751718902e-01 6.000000000000000000e+00
7.677286040062839185e-06 1.218972862773066346e-06 1.004942598945501850e-08 -1.718617633281545320e-02 -1.812328696997500543e-01 -1.984190460325654937e-01 6.000000000000000000e+00
7.627528578438743094e-06 1.222401529860166486e-06 1.005141550264428986e-08 -1.635521417182170256e-02 5.534616460700725327e-02 3.899095043518555070e-02 6.000000000000000000e+00
7.603589994061137408e-06 1.224187576544830968e-06 1.005244752856098648e-08 -1.652686080664467205e-02 2.700350086022211826e-01 2.535081477955765106e-01 6.000000000000000000e+00
7.589655800361061465e-06 1.225330757455376580e-06 1.005310057521416630e-08 -1.626450367890194815e-02 4.470655269480854344e-01 4.308010232691834585e-01 6.000000000000000000e+00
7.571124049883699858e-06 1.226788740242795719e-06 1.005394166283653682e-08 -1.616650188038094849e-02 6.269774177846549890e-01 6.108109159042740544e-01 6.000000000000000000e+00
7.537217529446147473e-06 1.229327899313539105e-06 1.005539648424368208e-08 -1.638079029416530941e-02 8.670216882394452540e-01 8.506408979452799723e-01 6.000000000000000000e+00
7.473141234300686470e-06 1.234107333450137228e-06 1.005809594058332110e-08 -1.634256995276947566e-02 1.049058159551366387e+00 1.032715589598596884e+00 6.000000000000000000e+00
7.380971585511850875e-06 1.241263540255089229e-06 1.006205999226731741e-08 -1.577503203284452704e-02 9.464287766528354240e-01 9.306537446199909525e-01 6.000000000000000000e+00
7.257791541832416454e-06 1.251486142420383007e-06 1.006757912170803274e-08 -1.549147895088687221e-02 9.943717617679208587e-01 9.788802828170339865e-01 6.000000000000000000e+00
7.119872658655856693e-06 1.263948915346561592e-06 1.007412132269440523e-08 -1.500771045740113829e-02 7.128128084642018081e-01 6.978050980068006837e-01 6.000000000000000000e+00
6.982844077116432293e-06 1.277510854169350087e-06 1.008105117200109516e-08 -1.441538740657456741e-02 1.722859271576879792e-01 1.578705397511134256e-01 6.000000000000000000e+00
6.855182149729576125e-06 1.291322613349605015e-06 1.008794175962287450e-08 -1.358385199317774239e-02 1.181069321453236398e-01 1.045230801521458974e-01 6.000000000000000000e+00
6.747883285701189592e-06 1.303902556312722529e-06 1.009410381269022868e-08 -1.200858160092452276e-02 6.975477890900094735e-02 5.774619730807642459e-02 6.000000000000000000e+00
6.660877281223335591e-06 1.314829143173954352e-06 1.009938734658307921e-08 -1.081512165393326563e-02 1.408779755182827387e-01 1.300628538643494592e-01 6.000000000000000000e+00
6.596004871948193692e-06 1.323461232917291249e-06 1.010353546029862759e-08 -1.018212556718522260e-02 -3.583662290050426691e-02 -4.601874846768948951e-02 6.000000000000000000e+00
6.548210937395949377e-06 1.330137650375252506e-06 1.010674143295434561e-08 -1.006431672205327504e-02 3.213803358395210807e-01 3.113160191174678126e-01 6.000000000000000000e+00
6.512067401790437270e-06 1.335403579770836530e-06 1.010927789253474524e-08 -9.268014297888933772e-03 7.637237179636784390e-01 7.544557036657895122e-01 6.000000000000000000e+00
6.479677111900664175e-06 1.340270976246781213e-06 1.011162252419856192e-08 -9.073151067227669397e-03 6.486175247505769903e-01 6.395443736833492654e-01 6.000000000000000000e+00
6.444007731688373338e-06 1.345741104925314792e-06 1.011423541825096866e-08 -9.342025478453440390e-03 9.494944943113701186e-01 9.401524688329166990e-01 6.000000000000000000e+00
6.403572071399106673e-06 1.352085989176518954e-06 1.011723701440839437e-08 -9.005276678445806038e-03 5.957632959837582121e-01 5.867580193053123505e-01 6.000000000000000000e+00
6.355814406897080891e-06 1.359788192371602494e-06 1.012083913294984644e-08 -8.777357453911234508e-03 5.739362248050419169e-01 5.651588673511306338e-01 6.000000000000000000e+00
6.301140603104098356e-06 1.368924379420384736e-06 1.012506431814471329e-08 -8.505206827222444588e-03 6.297079899688675653e-01 6.212027831416451207e-01 6.000000000000000000e+00
6.242493942267637207e-06 1.379148135762230625e-06 1.012974561739710086e-08 -8.279608512721782498e-03 5.761142707534503415e-01 5.678346622407285382e-01 6.000000000000000000e+00
6.183876294906173607e-06 1.389846973344399202e-06 1.013460449585824124e-08 -7.731263975854087145e-03 3.322786661682783915e-01 3.245474021924242836e-01 6.000000000000000000e+00
6.131511374271679510e-06 1.399857622070144432e-06 1.013913131301956095e-08 -7.298944399759282886e-03 4.051816919332296152e-01 3.978827475334703045e-01 6.000000000000000000e+00
6.085440938000890507e-06 1.409049846250286753e-06 1.014327819558314793e-08 -6.977540003768906152e-03 6.229041108625885670e-01 6.159265708588196331e-01 6.000000000000000000e+00
6.049670506307365621e-06 1.416493325043453576e-06 1.014665072757161491e-08 -6.799053624156600750e-03 4.540878477394549861e-01 4.472887941152983715e-01 6.000000000000000000e+00
6.025792682794391864e-06 1.421697322609660545e-06 1.014904715823823391e-08 -6.622562544541459040e-03 -1.784745633883844107e-02 -2.447001888337990011e-02 6.000000000000000000e+00
6.015176520758928792e-06 1.424250772019081117e-06 1.015029694879811924e-08 -6.693145600036726206e-03 1.278973038766864079e-01 1.212041582766496817e-01 6.000000000000000000e+00
6.017144021561516644e-06 1.423752379981160377e-06 1.015390304132705181e-08 -6.424153639759504208e-03 2.756209466348238379e-01 2.691967929950643268e-01 6.000000000000000000e+00
6.020385894862371722e-06 1.421246008200635922e-06 1.015368379703192832e-08 -6.500714750531377817e-03 4.765912882932354933e-01 4.700905735427041154e-01 6.000000000000000000e+00
6.024634974614753551e-06 1.417370023105940922e-06 1.015324725265009831e-08 -6.622706350098615802e-03 4.961433325948902961e-01 4.895206262447917012e-01 6.000000000000000000e+00
6.029220023285241009e-06 1.413078114749360611e-06 1.015274495421135244e-08 -6.523435875413111096e-03 3.870915870663083069e-01 3.805681511908952097e-01 6.000000000000000000e+00
6.033925889337048964e-06 1.408672041052984312e-06 1.015222483756984135e-08 -6.504209935926083541e-03 6.981302408230014578e-01 6.916260308870754159e-01 6.000000000000000000e+00
6.038416940138296452e-06 1.404599708817154777e-06 1.015175846573196322e-08 -6.173808315072901176e-03 9.832821131562425876e-01 9.771083048411697280e-01 6.000000000000000000e+00
6.042197097087546247e-06 1.401858960608859849e-06 1.015659374474835761e-08 -6.055342050747224147e-03 9.972682727402890634e-01 9.912129306895418601e-01 6.000000000000000000e+00
6.044229823962952747e-06 1.401083164362435590e-06 1.015664763271914044e-08 -6.387635594407012340e-03 4.900903962171767603e-01 4.837027606227697341e-01 6.000000000000000000e+00
6.043823086217112910e-06 1.401556604000754681e-06 1.015702311118993420e-08 -6.834714820981149797e-03 3.128786921509032481e-01 3.060439773299221122e-01 6.000000000000000000e+00
6.042363567939560741e-06 1.402027880496577725e-06 1.015903412600833802e-08 -6.905857105839047216e-03 2.831624399714982587e-01 2.762565828656592393e-01 6.000000000000000000e+00
6.039577325579571672e-06 1.402924687540877998e-06 1.015958890184882242e-08 -6.572129034529611280e-03 5.013767521595333676e-01 4.948046231250037286e-01 6.000000000000000000e+00
6.035105471677799235e-06 1.404146761702059169e-06 1.016029093611508744e-08 -6.155968349829524233e-03 7.579549308466191349e-01 7.517989624967895690e-01 6.000000000000000000e+00
6.032703860342347729e-06 1.404725463990726593e-06 1.016330798929414907e-08 -6.079820935298234363e-03 5.666257336720619264e-01 5.605459127367636851e-01 6.000000000000000000e+00
6.033650050728939828e-06 1.405018028552302815e-06 1.016359312719774508e-08 -6.460953593186657962e-03 5.435208813290444141e-01 5.370599277358577561e-01 6.000000000000000000e+00
6.035691879164952418e-06 1.403684140679893722e-06 1.016685958152021856e-08 -6.295177534683657483e-03 3.583084777451439606e-01 3.520133002104602893e-01 6.000000000000000000e+00
6.037552968407149337e-06 1.402075905616860466e-06 1.016678049601452022e-08 -6.038571391904279384e-03 5.867060684706331131e-01 5.806674970787288892e-01 6.000000000000000000e+00
6.039536833189474112e-06 1.400021844873433036e-06 1.016662798844774762e-08 -5.952717459350012619e-03 3.032518958717780322e-01 2.972991784124280334e-01 6.000000000000000000e+00
6.041621441748197812e-06 1.397653583557731437e-06 1.016642341887395290e-08 -6.101275324298868763e-03 2.309411845750624082e-01 2.248399092507635255e-01 6.000000000000000000e+00
6.044359317582485723e-06 1.394837951703739001e-06 1.017219412848145046e-08 -5.451885143860434046e-03 6.494952345449149789e-01 6.440433494010545656e-01 6.000000000000000000e+00
6.046469359338896151e-06 1.392349074563720040e-06 1.017195652907227284e-08 -5.373938601331479381e-03 7.522606352296641319e-01 7.468866966283326247e-01 6.000000000000000000e+00
6.048406021043086137e-06 1.390505194117791643e-06 1.017183060154138883e-08 -5.895411201658817824e-03 8.739238825680857303e-01 8.680284713664269125e-01 6.000000000000000000e+00
6.050253620272439054e-06 1.388996632554259843e-06 1.017176255918399570e-08 -6.095844686195929507e-03 6.397331564044286267e-01 6.336373117182326764e-01 6.000000000000000000e+00
6.052026326583037160e-06 1.387797293391098935e-06 1.017174840008585727e-08 -6.210581749837393306e-03 4.552888256191920391e-01 4.490782438693546319e-01 6.000000000000000000e+00
6.054073274231795243e-06 1.385545250580398771e-06 1.017155014809348408e-08 -6.433194230214399345e-03 4.386154382868028279e-01 4.321822440565884493e-01 6.000000000000000000e+00
6.056416224285967355e-06 1.382265328149813124e-06 1.017117302728075023e-08 -6.451304045159145240e-03 2.600382504031237829e-01 2.535869463579646377e-01 6.000000000000000000e+00
6.059135610111628291e-06 1.377654962685028848e-06 1.017056458159435859e-08 -6.355341482998433378e-03 3.798302614681148270e-01 3.734749199851163937e-01 6.000000000000000000e+00
6.062449195722390796e-06 1.356731438552658057e-06 1.039390929946699575e-08 -7.954010640528280662e-03 2.349083389163126867e-01 2.269543282757844060e-01 6.000000000000000000e+00
6.066298438145157197e-06 1.350806164048703725e-06 1.035056056086617462e-08 -7.925051749204797824e-03 3.369568106357903048e-01 3.290317588865855347e-01 6.000000000000000000e+00
6.070500371193078108e-06 1.344058795709929973e-06 1.030128695079849767e-08 -7.738561509285556139e-03 5.148064118766590980e-01 5.070678503673735626e-01 6.000000000000000000e+00
6.074817180059434514e-06 1.337085030520495381e-06 1.025039228853166039e-08 -7.397128344575371051e-03 8.048631754246109438e-01 7.974660470800355450e-01 6.000000000000000000e+00
6.078912086906670366e-06 1.330705751626303600e-06 1.020380355680157133e-08 -7.289723050287411077e-03 6.949152068425696882e-01 6.876254837922822771e-01 6.000000000000000000e+00
6.082714683466673879e-06 1.325080506009563254e-06 1.016267049446800195e-08 -7.957421996224213478e-03 7.527881087734016319e-01 7.448306867771774531e-01 6.000000000000000000e+00
6.083464677802781351e-06 1.320037189224208537e-06 1.014607721227257943e-08 -8.186625438072574201e-03 8.578221887238584031e-01 8.496355632857858220e-01 6.000000000000000000e+00
6.086288328934541274e-06 1.315371137172055209e-06 1.014552320731009505e-08 -8.951426605523754576e-03 8.632717333756865230e-01 8.543203067701627962e-01 6.000000000000000000e+00
6.087016444488672212e-06 1.313313308082847427e-06 1.013631614168458782e-08 -9.434097068318450519e-03 5.615871051034027062e-01 5.521530080350842695e-01 6.000000000000000000e+00
6.088202064750436752e-06 1.311996435842307967e-06 1.013225041160919841e-08 -9.611476342612189361e-03 4.961877679070134661e-01 4.865762915644012976e-01 6.000000000000000000e+00
6.089281861121042315e-06 1.311310900443539264e-06 1.012884434730388595e-08 -9.535812803215880373e-03 3.962629032161792964e-01 3.867270904129634368e-01 6.000000000000000000e+00
6.090546816004973735e-06 1.310303643731312954e-06 1.012589938876603049e-08 -9.632119975588208927e-03 5.907023848633699004e-01 5.810702648877816845e-01 6.000000000000000000e+00
6.092638001252799533e-06 1.308207103832798200e-06 1.012575300866986015e-08 -9.860321675484340354e-03 6.805569318549906654e-01 6.706966101795063251e-01 6.000000000000000000e+00
6.094034999424387247e-06 1.305807596694011872e-06 1.012050788620822614e-08 -1.006672213307929081e-02 5.490342769598193229e-01 5.389675548267400806e-01 6.000000000000000000e+00
6.097119754562655942e-06 1.300439947174223067e-06 1.011994743880136376e-08 -1.054843058854830484e-02 3.530877050925766980e-01 3.425392745040283793e-01 6.000000000000000000e+00
6.100814072001974760e-06 1.284877281137001053e-06 1.025039750977308612e-08 -1.153883986969538727e-02 3.794967118076080226e-01 3.679578719379126284e-01 6.000000000000000000e+00
6.104808664437467597e-06 1.279192024545631141e-06 1.020752073166341727e-08 -1.128654423977011600e-02 3.616114989787995171e-01 3.503249547390294150e-01 6.000000000000000000e+00
6.106466066899410331e-06 1.274155720827634524e-06 1.014669735758302783e-08 -1.115335436234578259e-02 3.929537943347121143e-01 3.818004399723663456e-01 6.000000000000000000e+00
6.110629098716333946e-06 1.268223961974136996e-06 1.010225267361017523e-08 -1.167129564619447807e-02 6.974386132830403540e-01 6.857673176368458412e-01 6.000000000000000000e+00
6.112614321846420011e-06 1.261257597866278936e-06 1.009171959203220782e-08 -1.215391396582071043e-02 5.430513713372739915e-01 5.308974573714533296e-01 6.000000000000000000e+00
6.116014506337099073e-06 1.255162356804191180e-06 1.009120055284234750e-08 -1.251160607163879362e-02 1.514251578015676003e+00 1.501739971944037189e+00 6.000000000000000000e+00
6.116993299938511222e-06 1.251992590281685943e-06 1.008235527652515981e-08 -1.288382113425649150e-02 1.276592465939748067e+00 1.263708644805491499e+00 6.000000000000000000e+00
6.118468349157245963e-06 1.250062782670549813e-06 1.007907611332410609e-08 -1.332194396496823308e-02 6.207030075793440460e-01 6.073810636143758268e-01 6.000000000000000000e+00
6.305507861254147634e-06 1.257551009217447005e-06 1.007678393099998852e-08 -1.390145233059261742e-02 4.053737289428731572e-01 3.914722766122805675e-01 6.000000000000000000e+00
6.308800773211230327e-06 1.256328944498817393e-06 1.007495725270492162e-08 -1.386095831704781817e-02 2.296428788860076509e-01 2.157819205689598396e-01 6.000000000000000000e+00
6.315010664789766988e-06 1.253322279507478149e-06 1.007477106765917767e-08 -1.373033470354396990e-02 3.412708037281966256e-01 3.275404690246526695e-01 6.000000000000000000e+00
6.325627319817251845e-06 1.247574807227478229e-06 1.007434244364933298e-08 -1.378637326216951287e-02 2.869674137494833133e-01 2.731810404873137865e-01 6.000000000000000000e+00
6.339573555211307762e-06 1.239925677368632816e-06 1.007374630728797564e-08 -1.375379127791393624e-02 1.716658231109882138e-01 1.579120318330742845e-01 6.000000000000000000e+00
6.355034284018288704e-06 1.231053748191655490e-06 1.006162181668412997e-08 -1.411208779682724540e-02 5.354040457361453065e-01 5.212919579393180403e-01 6.000000000000000000e+00
6.375656566985333093e-06 1.220128256319886209e-06 1.006087578648648765e-08 -1.461437534581679770e-02 4.309477730192394773e-01 4.163333976734227004e-01 6.000000000000000000e+00
6.392501860134893138e-06 1.211187961073741415e-06 1.004858239586968412e-08 -1.530939939225296753e-02 7.933529135136812016e-01 7.780435141214282480e-01 6.000000000000000000e+00
6.408109085549477395e-06 1.203772915239896167e-06 1.004818862500739437e-08 -1.601778895407080655e-02 1.243207947239399758e+00 1.227190158285328847e+00 6.000000000000000000e+00
6.414486454094666462e-06 1.200812478947767776e-06 1.003638987261029783e-08 -1.681158460781133346e-02 1.381350402827825619e+00 1.364538818220014216e+00 6.000000000000000000e+00
6.416023094340572661e-06 1.200907124268594804e-06 1.003642346184994609e-08 -1.706209244916291612e-02 1.337650521641016610e+00 1.320588429191853708e+00 6.000000000000000000e+00
6.382612459744818175e-06 1.203712633450100383e-06 1.003004125738020657e-08 -1.724275840869590737e-02 8.367526336910628970e-01 8.195098752823669619e-01 6.000000000000000000e+00
6.317149270625314711e-06 1.207963669148500063e-06 1.003276151676614003e-08 -1.708766363408201205e-02 5.954786792520110339e-01 5.783910156179290496e-01 6.000000000000000000e+00
6.246573890929511496e-06 1.212762490058729183e-06 1.003578216559677057e-08 -1.681624917434523803e-02 3.582896386157283786e-01 3.414733894413831683e-01 6.000000000000000000e+00
6.184419167678516797e-06 1.217212640911132033e-06 1.003853522986024122e-08 -1.650293572541140091e-02 3.133334409413190969e-01 2.968305052159077029e-01 6.000000000000000000e+00
6.145923195800068638e-06 1.220738562381259835e-06 1.003310717245595498e-08 -1.601628101248489533e-02 4.219081851371182523e-01 4.058919041246333848e-01 6.000000000000000000e+00
6.147196263601090033e-06 1.221676533461909924e-06 1.003346046812067505e-08 -1.606819229518773734e-02 3.121146196458859379e-01 2.960464273506981936e-01 6.000000000000000000e+00
6.149600710852740881e-06 1.219052227250916496e-06 1.003339136629352024e-08 -1.631812955115406055e-02 4.394631326086582135e-01 4.231450030575041321e-01 6.000000000000000000e+00
6.153148774991954896e-06 1.213089183643579147e-06 1.003319341659481806e-08 -1.621966592618562936e-02 -5.834302298759297400e-02 -7.456268891377859642e-02 6.000000000000000000e+00
6.155870495473784512e-06 1.205985265676075643e-06 1.002693003956971347e-08 -1.604516415413929226e-02 3.558525745052740774e-01 3.398074103511347643e-01 6.000000000000000000e+00
6.160051217798919856e-06 1.198240905621178880e-06 1.002671224459476130e-08 -1.639005130911717206e-02 8.806542669820185409e-01 8.642642156729013481e-01 6.000000000000000000e+00
6.161924831391466657e-06 1.193205844698268644e-06 1.001989770591994325e-08 -1.708009956540337132e-02 1.532533854048965694e+00 1.515453754483562232e+00 6.000000000000000000e+00
6.163612205879005759e-06 1.191099964382051028e-06 1.001739725348080881e-08 -1.776472522802265142e-02 1.567848473904671636e+00 1.550083748676648998e+00 6.000000000000000000e+00
6.553212635828922097e-06 1.209706288377088671e-06 1.001795988074192300e-08 -1.794881533214718466e-02 1.089885690242748950e+00 1.071936874910601745e+00 6.000000000000000000e+00
6.504383322832127067e-06 1.212935635510058309e-06 1.002001728256738724e-08 -1.785695696977949304e-02 7.890719654818223461e-01 7.712150085120428322e-01 6.000000000000000000e+00
