4.058435e-05 1.403394e-07 6.913082e-09
2.889798e-05 2.435848e-07 4.824103e-09
2.285881e-05 1.855686e-07 4.253648e-09
5.312033e-05 9.994394e-08 9.109208e-09
6.532273e-05 2.396730e-07 9.670319e-09
3.476723e-05 1.380564e-07 6.002207e-09
3.984874e-05 1.167372e-07 6.761827e-09
1.848033e-05 8.609263e-08 3.793274e-09
7.122135e-06 5.462819e-08 2.017693e-09
2.251257e-05 6.854857e-08 4.287532e-09
2.092524e-05 4.732596e-08 4.125508e-09
1.043416e-05 1.966695e-08 2.566416e-09
3.925385e-06 2.885532e-08 1.455510e-09
1.595036e-06 8.480772e-08 1.020234e-09
1.566551e-06 1.838908e-07 9.741824e-10
2.072745e-06 1.324020e-07 1.118137e-09
3.425628e-06 2.116923e-07 1.273806e-09
1.000254e-05 2.520094e-07 2.227173e-09
3.187399e-06 3.987954e-07 1.114363e-09
5.549963e-06 1.732133e-07 1.624218e-09
5.602828e-06 3.358152e-07 1.472951e-09
3.410162e-06 8.032369e-07 8.862898e-10
4.208596e-06 2.691446e-07 1.321118e-09
6.554353e-06 2.428813e-07 1.638669e-09
2.022779e-05 3.922523e-07 3.121974e-09
1.832235e-05 5.288503e-07 2.697783e-09
8.313954e-06 4.525892e-07 1.694864e-09
1.800593e-05 2.957858e-07 3.092309e-09
3.090591e-05 3.114273e-07 4.745575e-09
1.788093e-05 2.559711e-07 3.250047e-09
4.174441e-05 1.119676e-07 7.087989e-09
1.553497e-05 1.871132e-07 3.064576e-09
2.564446e-05 2.893681e-07 4.125338e-09
5.800920e-05 8.724446e-07 5.163667e-09
7.023747e-05 9.684483e-07 5.751239e-09
2.487439e-05 3.766571e-07 4.062197e-09
2.404588e-05 2.544201e-07 4.222193e-09
1.039376e-05 2.306893e-07 2.254186e-09
5.829581e-06 3.242295e-07 1.529120e-09
1.403333e-05 3.892920e-07 2.501278e-09
4.003149e-05 2.330011e-07 6.423847e-09
5.080222e-05 1.720861e-07 8.265705e-09
2.295786e-05 3.482121e-07 3.751192e-09
9.201544e-06 5.164368e-07 1.820684e-09
7.523440e-06 3.749769e-07 1.768857e-09
1.244757e-05 2.220404e-07 2.645739e-09
8.308653e-06 1.090808e-07 2.268296e-09
2.775083e-06 1.136190e-07 1.320225e-09
1.334234e-06 1.164486e-07 1.032352e-09
1.532093e-06 3.178201e-07 9.049544e-10
1.712418e-06 3.412215e-07 9.230854e-10
4.910908e-06 1.442615e-07 1.478642e-09
3.673254e-06 2.665993e-07 1.293889e-09
3.544410e-06 1.552851e-07 1.406213e-09
6.803378e-06 2.475238e-07 1.748242e-09
1.601435e-05 1.428442e-07 3.395487e-09
3.449510e-05 1.006405e-07 6.497066e-09
1.337039e-05 2.410004e-07 2.890296e-09
5.739837e-06 2.187952e-07 1.702449e-09
1.272749e-05 3.985423e-07 2.494605e-09
8.009271e-06 6.774508e-07 1.581362e-09
3.856664e-06 2.180288e-07 1.455938e-09
7.358367e-06 1.371486e-07 2.140752e-09
3.197634e-06 4.408209e-08 1.577417e-09
1.512361e-06 5.556540e-08 1.181949e-09
1.113121e-06 7.130681e-08 1.039512e-09
1.956942e-06 5.634306e-08 1.232936e-09
3.048717e-06 1.030951e-07 1.396270e-09
6.710544e-06 3.851066e-08 2.170175e-09
4.651179e-06 2.954040e-08 1.791750e-09
7.366190e-06 5.089943e-08 2.295691e-09
4.141208e-06 3.591894e-08 1.729767e-09
2.994871e-06 1.081573e-07 1.514907e-09
1.042710e-06 4.750658e-08 1.195945e-09
1.545749e-06 3.244034e-08 1.301910e-09
2.389644e-06 1.370902e-08 1.469717e-09
1.535448e-06 2.364198e-08 1.330748e-09
1.599649e-06 6.182389e-08 1.225238e-09
1.001590e-06 3.327632e-08 1.185056e-09
1.793070e-06 1.219122e-08 1.343381e-09
4.326016e-06 2.822703e-08 1.836749e-09
8.427043e-06 4.796436e-08 2.671023e-09
1.461250e-05 1.534697e-08 3.773295e-09
1.735468e-05 2.589398e-08 4.287979e-09
1.147016e-05 2.221787e-08 3.220815e-09
5.641531e-06 3.392323e-08 2.064429e-09
3.771052e-06 9.762887e-08 1.675384e-09
2.432419e-06 1.667705e-07 1.316832e-09
4.179521e-06 1.610178e-07 1.688358e-09
2.093027e-06 7.890763e-08 1.273837e-09
1.646393e-06 9.247875e-08 1.260955e-09
1.863863e-06 3.975930e-08 1.199224e-09
2.748350e-06 2.963196e-08 1.343490e-09
1.179261e-06 2.886296e-08 9.843264e-10
2.674015e-06 3.372260e-08 1.182631e-09
1.015147e-06 3.074844e-08 9.235320e-10
1.001640e-06 1.179988e-08 9.348550e-10
1.649537e-06 1.053622e-08 1.059343e-09
2.327658e-06 7.571393e-09 1.192012e-09
1.660683e-06 4.385061e-09 1.083033e-09
1.333718e-06 5.671532e-09 1.058256e-09
1.644746e-06 4.016463e-09 1.110061e-09
1.674266e-06 1.816781e-09 1.113081e-09
1.152804e-06 2.637874e-09 9.429558e-10
1.686627e-06 3.015105e-09 1.090351e-09
1.157383e-06 3.009328e-09 9.888895e-10
2.681454e-06 1.956772e-09 1.236975e-09
2.528482e-06 1.983443e-09 1.256507e-09
2.605363e-06 2.613725e-09 1.307777e-09
8.069617e-06 1.282640e-09 2.287507e-09
1.058192e-05 2.186375e-09 2.776761e-09
4.131322e-06 2.389775e-09 1.740492e-09
7.207155e-06 1.389865e-09 2.423881e-09
1.251506e-05 1.998128e-09 3.567489e-09
6.287916e-06 1.233705e-09 2.418940e-09
3.006467e-06 1.583063e-09 1.822847e-09
4.853707e-06 3.258597e-09 2.327558e-09
8.908626e-06 1.396686e-09 3.120557e-09
6.493167e-06 1.272335e-09 2.861469e-09
1.226040e-05 2.602436e-09 4.490776e-09
2.093321e-05 3.301935e-09 6.638405e-09
1.790063e-05 2.694073e-09 5.819180e-09
1.028939e-05 1.948092e-09 4.132758e-09
4.985451e-06 1.074662e-09 2.923388e-09
2.759510e-06 1.945384e-09 2.336523e-09
4.393412e-06 6.065574e-09 2.999661e-09
2.233801e-06 2.429932e-09 2.370881e-09
1.409591e-06 2.411483e-09 2.367932e-09
4.112641e-06 2.816803e-09 3.560363e-09
2.755941e-06 1.331692e-09 3.167356e-09
4.666193e-06 1.418633e-09 3.978662e-09
4.859692e-06 1.211066e-09 4.018064e-09
2.581462e-06 1.144866e-09 2.938879e-09
4.253906e-06 2.173910e-09 3.874769e-09
2.261829e-06 3.790361e-09 2.999866e-09
3.024154e-06 1.246863e-09 3.155395e-09
3.511826e-06 3.313268e-09 3.422109e-09
4.340989e-06 1.014834e-08 3.775446e-09
1.319662e-05 3.989781e-09 7.410855e-09
6.659943e-06 2.619804e-09 4.800564e-09
3.253538e-06 2.431633e-09 3.405939e-09
2.076020e-06 4.528412e-09 2.883954e-09
2.126000e-06 1.226725e-08 3.014379e-09
1.789613e-06 5.310839e-09 2.934273e-09
1.299523e-06 9.170194e-09 2.538838e-09
2.430708e-06 2.780296e-08 3.006743e-09
2.326695e-06 1.901985e-08 2.866885e-09
1.884227e-06 3.728065e-08 2.621210e-09
1.281624e-06 6.648397e-08 2.353977e-09
1.220833e-06 1.287475e-07 2.109411e-09
1.013585e-06 1.578094e-07 1.940283e-09
2.870896e-06 1.372773e-07 2.651257e-09
2.624740e-06 1.984189e-07 2.433577e-09
5.734099e-06 4.294618e-07 2.872404e-09
5.681427e-06 1.380890e-07 3.739640e-09
1.273172e-05 9.747068e-08 6.500777e-09
6.028977e-06 1.572698e-07 3.809174e-09
1.068525e-05 1.010303e-07 5.282115e-09
1.084409e-05 8.914721e-08 5.265381e-09
1.335314e-05 1.220559e-07 5.601014e-09
1.352038e-05 1.609227e-07 5.343461e-09
4.377661e-06 1.984157e-07 2.674937e-09
5.690290e-06 5.754854e-07 2.325378e-09
1.830045e-06 3.702579e-07 1.700121e-09
1.305130e-06 2.351493e-07 1.799802e-09
2.025167e-06 1.512655e-07 2.174027e-09
4.348671e-06 2.146923e-07 2.731762e-09
9.314100e-06 3.335106e-07 3.800002e-09
8.151152e-06 8.590570e-07 2.455608e-09
8.057024e-06 6.548842e-07 2.768114e-09
1.966131e-05 2.978935e-07 6.808413e-09
1.835964e-05 9.538054e-08 7.658078e-09
9.480691e-06 1.133479e-07 4.654358e-09
8.811300e-06 4.243246e-08 4.662195e-09
3.047543e-06 5.382576e-08 2.634246e-09
1.112508e-06 1.786755e-08 1.991206e-09
1.228268e-06 1.238573e-08 2.087551e-09
1.390960e-06 3.894517e-08 2.146130e-09
3.632443e-06 2.527424e-08 2.960629e-09
1.331688e-06 1.574346e-08 2.248047e-09
1.082776e-06 1.412689e-08 2.232248e-09
1.488211e-06 4.972197e-09 2.342385e-09
1.346896e-06 1.554916e-08 2.366272e-09
2.324058e-06 1.020092e-08 2.771947e-09
1.031150e-06 1.399993e-08 2.194624e-09
1.113116e-06 2.664046e-08 2.281572e-09
3.434246e-06 3.072307e-08 3.159219e-09
3.638372e-06 5.384437e-08 3.190383e-09
5.430211e-06 1.960046e-08 3.937551e-09
1.030915e-05 2.889269e-08 5.602344e-09
5.535292e-06 3.084129e-08 3.879745e-09
3.164923e-06 3.827880e-08 3.033101e-09
5.167136e-06 1.543311e-08 3.745771e-09
4.340212e-06 4.254085e-08 3.366640e-09
2.164844e-06 8.972995e-08 2.338593e-09
3.370583e-06 3.100184e-08 2.949787e-09
2.912922e-06 3.040259e-08 2.895953e-09
1.831930e-06 7.117567e-08 2.387926e-09
2.102952e-06 3.144431e-08 2.680213e-09
1.721882e-06 3.358571e-08 2.502232e-09
4.917206e-06 4.603037e-08 3.574794e-09
1.193360e-05 4.450157e-08 6.071290e-09
8.458769e-06 6.333091e-08 4.574957e-09
1.379563e-05 1.110093e-07 6.297625e-09
7.066747e-06 1.684261e-07 3.789074e-09
1.313233e-05 4.083147e-07 4.661017e-09
2.834709e-05 6.046678e-07 7.179846e-09
1.022976e-05 8.804483e-07 2.701372e-09
1.083302e-05 6.508639e-07 3.420016e-09
1.068368e-05 9.561627e-07 2.975285e-09
1.383175e-05 3.607092e-07 4.968391e-09
1.541741e-05 8.520972e-07 3.796944e-09
5.514528e-06 8.090446e-07 2.031719e-09
8.900534e-06 3.145112e-07 3.794243e-09
9.158370e-06 2.449544e-07 4.022910e-09
3.988721e-06 1.179925e-07 2.808088e-09
4.442056e-06 1.247380e-07 2.867547e-09
3.247923e-06 1.926459e-07 2.277916e-09
6.860363e-06 1.790974e-07 3.322233e-09
1.200240e-05 1.752000e-07 4.874452e-09
9.124032e-06 5.513289e-07 3.069763e-09
3.280924e-06 6.218869e-07 1.682111e-09
2.435790e-06 2.948219e-07 1.915307e-09
6.960410e-06 9.084448e-07 2.084318e-09
1.871818e-05 6.415481e-07 4.635802e-09
1.685233e-05 3.995664e-07 5.032259e-09
7.855298e-06 6.018560e-07 2.617186e-09
4.917318e-06 4.866404e-07 2.095099e-09
9.009965e-06 3.490260e-07 3.233858e-09
8.527894e-06 1.431862e-07 3.617578e-09
1.675661e-05 3.334196e-07 4.791948e-09
5.761654e-06 2.779693e-07 2.686763e-09
2.681547e-06 2.823328e-07 1.835966e-09
5.247223e-06 1.673371e-07 2.639642e-09
2.446489e-06 1.287133e-07 2.036088e-09
2.154346e-06 2.959374e-07 1.665433e-09
2.816703e-06 2.131638e-07 1.959260e-09
4.004286e-06 1.322758e-07 2.383151e-09
1.251123e-05 8.227352e-08 4.850676e-09
2.235593e-05 2.205411e-07 6.459595e-09
1.578119e-05 2.062637e-07 4.959065e-09
2.836095e-05 1.338904e-07 8.340956e-09
1.886676e-05 4.014797e-07 4.861515e-09
1.875262e-05 3.768176e-07 4.915006e-09
3.592422e-05 2.369686e-07 8.734622e-09
2.999003e-05 4.065755e-07 6.771711e-09
3.502315e-05 5.648889e-07 6.815760e-09
2.887797e-05 5.501223e-07 5.900647e-09
1.278448e-05 2.880408e-07 3.756128e-09
9.019968e-06 3.570797e-07 2.886149e-09
2.240126e-05 5.683995e-07 4.692764e-09
6.688740e-05 9.800931e-07 8.799259e-09
4.009279e-05 3.194572e-07 9.095311e-09
1.953698e-05 3.807205e-07 4.763745e-09
8.528920e-06 5.008973e-07 2.554350e-09
7.122328e-06 2.008037e-07 2.842977e-09
1.550774e-05 2.353084e-07 4.661577e-09
5.764773e-06 2.134801e-07 2.400550e-09
1.126702e-05 1.355630e-07 3.975432e-09
5.935230e-06 1.027616e-07 2.711225e-09
3.008029e-06 1.837955e-07 1.945091e-09
1.911468e-06 8.676953e-08 1.786031e-09
2.278706e-06 1.280323e-07 1.676764e-09
