  8.402667e-05   2.600000e-07   1.802667e-08
  1.000000e-04   1.800000e-07   2.912000e-08
  3.610667e-05   1.800000e-07   6.933333e-09
  5.208000e-05   1.400000e-07   1.802667e-08
  1.000000e-04   1.800000e-07   2.912000e-08
  8.402667e-05   2.600000e-07   1.802667e-08
  1.000000e-04   3.000000e-07   1.802667e-08
  8.402667e-05   2.600000e-07   1.802667e-08
  8.402667e-05   1.000000e-07   2.912000e-08
  8.402667e-05   1.000000e-07   2.912000e-08
  5.208000e-05   2.600000e-07   6.933333e-09
  6.805333e-05   1.800000e-07   1.802667e-08
  6.805333e-05   1.800000e-07   1.802667e-08
  6.805333e-05   1.800000e-07   1.802667e-08
  3.610667e-05   1.400000e-07   6.933333e-09
  8.402667e-05   1.000000e-07   2.912000e-08
  3.610667e-05   1.400000e-07   6.933333e-09
  1.000000e-04   3.000000e-07   1.802667e-08
  8.402667e-05   1.000000e-07   2.912000e-08
  8.402667e-05   2.600000e-07   1.802667e-08
  8.402667e-05   2.600000e-07   1.802667e-08
  1.000000e-04   1.800000e-07   2.912000e-08
  4.666667e-05   1.800000e-07   1.353333e-08
  8.666667e-05   1.400000e-07   3.082667e-08
  7.333333e-05   1.000000e-07   3.082667e-08
  4.666667e-05   2.200000e-07   1.353333e-08
  8.402667e-05   1.000000e-07   4.812000e-08
  4.021333e-05   1.800000e-07   2.912000e-08
  1.000000e-04   1.800000e-07   6.541333e-08
  1.000000e-04   1.800000e-07   7.069333e-08
  6.040000e-05   1.000000e-07   6.040000e-08
  8.534667e-05   2.200000e-07   7.069333e-08
  6.000000e-05   2.200000e-07   6.000000e-08
  1.000000e-04   1.800000e-07   1.000000e-07
  1.000000e-05   1.000000e-07   1.000000e-08
  3.610667e-05   1.000000e-07   2.708013e-08
  3.082667e-05   4.245782e-07   6.981707e-09
  2.080000e-05   2.080000e-06   2.642292e-09
  6.118823e-06   6.118823e-07   1.173075e-08
  2.013333e-05   1.373401e-06   4.052537e-09
  2.673333e-05   1.802667e-06   1.209643e-08
  4.666667e-05   1.353333e-06   3.162998e-08
  6.831301e-06   2.080000e-06   5.624053e-09
  2.912000e-05   3.082667e-06   1.503868e-08
  2.912000e-05   2.912000e-06   5.208000e-08
  6.000000e-05   3.082667e-06   8.666667e-08
  1.353333e-05   1.353333e-06   1.000000e-07
  3.000000e-06   4.812000e-06   1.732051e-08
  3.000000e-06   4.812000e-06   6.933333e-09
  2.200000e-06   4.812000e-06   1.400000e-09
  5.456495e-06   1.353333e-06   1.183216e-08
  1.400000e-06   1.802667e-06   4.812000e-08
  4.352777e-06   6.000000e-06   1.826560e-08
  1.253652e-05   8.270667e-06   2.013333e-08
  1.353333e-05   3.345589e-06   1.000000e-07
  3.082667e-05   3.082667e-06   8.534667e-08
  6.933333e-06   2.013333e-06   5.130667e-08
  2.046395e-05   2.080000e-06   8.020000e-08
  8.666667e-05   1.802667e-06   8.534667e-08
  8.020000e-05   2.080000e-06   8.020000e-08
  2.080000e-05   2.080000e-06   4.060000e-08
  2.080000e-05   2.080000e-06   4.060000e-08
  3.333333e-05   2.912000e-06   3.333333e-08
  3.610667e-05   1.802667e-06   5.208000e-08
  2.673333e-05   1.802667e-06   3.610667e-08
  8.955445e-06   6.846118e-07   5.208000e-08
  3.333333e-05   1.802667e-06   1.900232e-08
  8.563488e-06   6.297513e-07   5.848433e-09
  2.414071e-05   2.509485e-07   1.995007e-08
  2.080000e-05   1.000000e-07   2.080000e-08
  6.000000e-05   1.800000e-07   3.610667e-08
  6.040000e-05   1.000000e-07   4.060000e-08
  8.402667e-05   1.400000e-07   4.812000e-08
  8.534667e-05   3.000000e-07   3.082667e-08
  7.069333e-05   2.200000e-07   3.082667e-08
  8.534667e-05   2.600000e-07   3.082667e-08
  5.208000e-05   1.400000e-07   3.082667e-08
  6.805333e-05   2.600000e-07   3.082667e-08
  2.013333e-05   1.000000e-07   1.353333e-08
  8.402667e-05   1.400000e-07   4.812000e-08
  1.000000e-04   2.200000e-07   4.812000e-08
  7.333333e-05   2.600000e-07   3.610667e-08
  1.000000e-04   2.200000e-07   4.812000e-08
  6.040000e-05   1.000000e-07   4.060000e-08
  1.000000e-04   2.200000e-07   4.812000e-08
  6.040000e-05   1.000000e-07   4.060000e-08
  2.013333e-05   1.000000e-07   1.353333e-08
  6.805333e-05   2.600000e-07   3.082667e-08
  5.208000e-05   1.400000e-07   3.082667e-08
  5.208000e-05   1.400000e-07   3.082667e-08
  1.000000e-04   1.400000e-07   4.812000e-08
  7.069333e-05   2.200000e-07   3.082667e-08
  2.673333e-05   1.400000e-07   1.353333e-08
  7.069333e-05   2.200000e-07   3.082667e-08
  2.673333e-05   1.400000e-07   1.353333e-08
  8.534667e-05   3.000000e-07   3.082667e-08
