S T U q1 q2 q3 WinSize
2.200753377995768893e-06 1.113601981680867217e-06 7.001178700662373159e-09 9.879243997532802246e-04 -9.670909745419713488e-01 -9.661030501422180894e-01 5.000000000000000000e+00
2.210649931475867795e-06 1.108616598916689897e-06 6.969836353878355901e-09 1.231319362982281201e-03 -6.767273255328642989e-01 -6.754960061698820351e-01 5.000000000000000000e+00
2.227562584380384576e-06 1.100199445202602304e-06 6.916918507950647951e-09 1.349277329484817323e-03 -5.857273166062650915e-01 -5.843780392767802256e-01 5.000000000000000000e+00
2.231162832656887370e-06 1.077717329039155094e-06 7.025922523596065275e-09 5.540456187912573549e-04 -1.532767918497182080e-01 -1.527227462309269646e-01 5.000000000000000000e+00
2.249417070802313307e-06 1.068971561011220984e-06 6.968906453810506944e-09 3.544299452909113746e-04 1.001816733796108139e-01 1.005361033249017322e-01 5.000000000000000000e+00
2.267932049373760939e-06 1.060244722737258589e-06 6.912013505119680833e-09 1.224544157749467288e-04 6.131816524003692592e-01 6.133041068161442233e-01 5.000000000000000000e+00
2.286060068023488653e-06 1.051837266497675382e-06 6.857202369038434249e-09 -1.723272009121756820e-04 7.470907618718651833e-01 7.469184346709529798e-01 5.000000000000000000e+00
2.302635382966783509e-06 1.044265809056195194e-06 6.807841165742317728e-09 -4.173832501957047691e-04 9.836362115371688475e-01 9.832188282869731566e-01 5.000000000000000000e+00
2.316576816753401660e-06 1.037981420513275705e-06 6.766870107716582080e-09 -8.739634998200448979e-04 4.750910615554726490e-01 4.742170980556525972e-01 5.000000000000000000e+00
2.327541383933910188e-06 1.033091827934913468e-06 6.734992020617769115e-09 -8.347712406677233743e-04 9.118190420146099484e-02 9.034713296079327494e-02 5.000000000000000000e+00
2.339271332927869507e-06 1.027911680483985683e-06 6.701219525113224481e-09 -6.783173730353295183e-04 -1.817270798055954373e-01 -1.824053971786307737e-01 5.000000000000000000e+00
2.348923944089731394e-06 1.023687736377178712e-06 6.673680880436386832e-09 -5.222151263411245470e-04 -4.899089651189800776e-01 -4.904311802453211744e-01 5.000000000000000000e+00
2.356044640481033944e-06 1.020594145132475592e-06 6.653508148753298136e-09 -1.304211408295098684e-04 -3.929992710664755862e-01 -3.931296922073050926e-01 5.000000000000000000e+00
2.363704155043910884e-06 1.017287047488362676e-06 6.631946907640208936e-09 -3.206557975272278371e-06 -5.545453833740303651e-01 -5.545485899320056200e-01 5.000000000000000000e+00
2.374962789280416330e-06 1.012464655132507558e-06 6.600507522262225346e-09 6.645874368429657841e-05 -4.624547046305700349e-01 -4.623882458868857626e-01 5.000000000000000000e+00
2.388858592002861958e-06 1.006575395281921181e-06 6.562112529363848578e-09 1.979060648562430691e-04 -4.227288538073992186e-02 -4.207497931588367879e-02 5.000000000000000000e+00
2.400370921230731139e-06 1.001747932728688994e-06 6.530639853520586623e-09 1.169934456005869428e-04 2.760907514235686477e-01 2.762077448691692139e-01 5.000000000000000000e+00
2.410514637303195115e-06 9.975326653537296329e-07 6.503157009850132065e-09 -8.844169328539250308e-05 1.668187551576565397e-01 1.667303134643711438e-01 5.000000000000000000e+00
2.414067943748881065e-06 1.005111271986706811e-06 6.407512179158643709e-09 3.797279462623877333e-04 6.609085911736443109e-01 6.612883191199067090e-01 5.000000000000000000e+00
2.416009131000886861e-06 1.004305510127596768e-06 6.402331665541764041e-09 -4.647557333097712684e-05 7.940025217335264784e-01 7.939560461601955499e-01 5.000000000000000000e+00
2.414228742401845535e-06 1.005051098702749543e-06 6.406998211791604541e-09 -4.475646687617969299e-04 9.219054693127208822e-01 9.214579046439590471e-01 5.000000000000000000e+00
2.404320785357834059e-06 1.009192871626893834e-06 6.433399493550575727e-09 -8.210485927482163993e-04 5.870900605478563961e-01 5.862690119551081658e-01 5.000000000000000000e+00
2.389800798050817009e-06 1.015324568032561656e-06 6.472486055744856449e-09 -1.196048288640914892e-03 3.889985485062830151e-01 3.878025002176421210e-01 5.000000000000000000e+00
2.377356930729490749e-06 1.020639221981324190e-06 6.506363256764298059e-09 -1.202484135099501222e-03 -3.520010772118347120e-01 -3.532035613469342028e-01 5.000000000000000000e+00
2.363728232428803491e-06 1.026524115973607365e-06 6.543875245946687287e-09 -1.299574130101521091e-03 -2.693647734277071493e-01 -2.706643475578086599e-01 5.000000000000000000e+00
2.352883245852556927e-06 1.031256611457096697e-06 6.574028488940714149e-09 -1.128140317139928600e-03 -4.049119991059200174e-01 -4.060401394230599426e-01 5.000000000000000000e+00
2.343645089456748830e-06 1.035326008898421131e-06 6.599904967043005851e-09 -1.042242914249796176e-03 -7.991896737946664331e-01 -8.002319167089162466e-01 5.000000000000000000e+00
2.339474705619292302e-06 1.037189666096465821e-06 6.611519946837537061e-09 -9.550384453327724621e-04 -9.212854259457063932e-01 -9.222404643910391275e-01 5.000000000000000000e+00
2.335669158498573829e-06 1.038898077185714122e-06 6.622137993186903547e-09 -8.658835969244521591e-04 -5.839219127685595367e-01 -5.847877963654839473e-01 5.000000000000000000e+00
2.337064629718388496e-06 1.038277803134707595e-06 6.618183424628745880e-09 -8.036482213379277095e-04 -2.536365640724671522e-01 -2.544402122938050903e-01 5.000000000000000000e+00
2.336083471413928308e-06 1.038713937628647263e-06 6.620962592379599286e-09 -8.319746847139167234e-04 2.918179857975538027e-01 2.909860111128398930e-01 5.000000000000000000e+00
2.337043177126251589e-06 1.038287450420246373e-06 6.618243192439278732e-09 -9.200959252575191538e-04 6.026361655514840265e-01 6.017160696262264796e-01 5.000000000000000000e+00
2.348885731176189296e-06 1.055992146752298265e-06 6.394522252695258273e-09 1.469134093056399804e-04 7.840900712151341878e-01 7.842369846244398035e-01 5.000000000000000000e+00
2.355856761226131039e-06 1.052867490460206901e-06 6.375600598643487046e-09 -2.903349853165919370e-04 3.665453042575439468e-01 3.662549692722273376e-01 5.000000000000000000e+00
2.356629222061004091e-06 1.055185815924554012e-06 6.343455959207447367e-09 -8.279085330252164421e-05 1.836358629688152888e-01 1.835530721155127776e-01 5.000000000000000000e+00
2.352990032443091841e-06 1.056817902404775998e-06 6.353265298865446593e-09 -3.529852167125716034e-04 -1.895460636532941834e-01 -1.898990488700067480e-01 5.000000000000000000e+00
2.340972345060294413e-06 1.062243121209485019e-06 6.385880493250882040e-09 -3.650051377541221886e-04 -3.545471006632716637e-02 -3.581971520408128856e-02 5.000000000000000000e+00
2.333352519349607553e-06 1.065712359718658393e-06 6.406730848733546906e-09 -4.001772215721927095e-04 1.172708743179136093e-01 1.168706970963414166e-01 5.000000000000000000e+00
2.356070976879713537e-06 1.055436688578454453e-06 6.344953052366227726e-09 -3.158890975719745586e-04 -6.518200371635352042e-02 -6.549789281392549845e-02 5.000000000000000000e+00
2.393211242686545330e-06 1.039058652775750329e-06 6.246484151258244904e-09 -7.036574498333371397e-04 -1.082272914148372678e+00 -1.082976571598206039e+00 5.000000000000000000e+00
2.432171521757150164e-06 1.022415905487468031e-06 6.146421619711836060e-09 -7.970594645974049541e-04 -1.892363827171477553e+00 -1.893160886636074958e+00 5.000000000000000000e+00
2.475727740842290524e-06 1.004430521154743747e-06 6.038283429294220276e-09 -3.916836851077347414e-04 -3.089909278193182729e+00 -3.090300961878290398e+00 5.000000000000000000e+00
2.519631790100837895e-06 9.869311535658214605e-07 5.933065041208488021e-09 -5.493070395589418065e-04 -2.682272914183190693e+00 -2.682822221222749715e+00 5.000000000000000000e+00
2.566214197000906146e-06 9.690194189292867127e-07 5.825363943337871889e-09 -6.191509153733523729e-04 1.317545268470466269e+00 1.316926117555092812e+00 5.000000000000000000e+00
2.613780186923232649e-06 9.513887282362849123e-07 5.719349810999167473e-09 -6.615567831291524481e-04 2.414454366228137694e+00 2.413792809445008736e+00 5.000000000000000000e+00
2.669917046496007935e-06 9.313904163675034068e-07 5.599092291316378549e-09 -9.737490318052419158e-04 1.768999820280273028e+00 1.768026071248467890e+00 5.000000000000000000e+00
2.731733435508601235e-06 9.103207266293819034e-07 5.472385522753137761e-09 -8.559300787437384983e-04 1.187363464770880839e+00 1.186507534692136989e+00 5.000000000000000000e+00
2.794875598953879711e-06 8.897621739441069885e-07 5.348747659056493888e-09 -7.352959245102361208e-04 4.325452938523053348e-01 4.318099979277951195e-01 5.000000000000000000e+00
2.851203445550733640e-06 8.781617186770656832e-07 5.194380508421254253e-09 -2.371098490760309430e-05 1.153616237505659115e-01 1.153379127656583014e-01 5.000000000000000000e+00
2.865797778096239393e-06 8.736901484052081124e-07 5.167927410428958703e-09 -9.313965035186860808e-05 9.790897653571661863e-02 9.781583688536474308e-02 5.000000000000000000e+00
2.870083039309495934e-06 8.723856714923944516e-07 5.160211417635253198e-09 -2.370620555825278530e-04 5.019089855599263572e-01 5.016719235043438641e-01 5.000000000000000000e+00
2.880355608806593789e-06 8.692745992522281555e-07 5.141808072306801935e-09 1.881826528921798358e-05 6.544544551904483143e-01 6.544732734557375808e-01 5.000000000000000000e+00
2.895852875867071557e-06 8.646232079724220492e-07 5.114291588603867167e-09 5.722809732388034476e-04 -1.486364414499998787e-01 -1.480641604767610753e-01 5.000000000000000000e+00
2.904159387712493020e-06 8.621502973019982612e-07 5.099664042686255755e-09 9.079328924797083755e-04 -1.170000768210579523e-01 -1.160921439285782508e-01 5.000000000000000000e+00
2.910421489893055674e-06 8.602952853692129697e-07 5.088692053352141537e-09 1.204445166482187579e-03 -8.260000745740070371e-01 -8.247956294075248218e-01 5.000000000000000000e+00
2.907430265591322056e-06 8.611749684461599375e-07 5.093956011896743203e-09 1.386069854868735018e-03 -3.825530671972368069e-01 -3.811669973423680857e-01 5.000000000000000000e+00
2.894799235049683232e-06 8.649322973001511253e-07 5.116183593412823207e-09 1.561651551707406160e-03 4.818181086824386838e-01 4.833797602341460831e-01 5.000000000000000000e+00
2.870015166198891602e-06 8.724007987762475019e-07 5.160365653828460187e-09 1.248304640450260961e-03 1.499636301437590191e+00 1.500884606078040528e+00 5.000000000000000000e+00
2.831798829164817815e-06 8.841730626773298422e-07 5.230008530852979634e-09 7.495779140619593384e-04 1.007636307957051613e+00 1.008385885871113663e+00 5.000000000000000000e+00
2.787007598915348684e-06 8.983815515288690980e-07 5.314064101757670515e-09 7.167275427953298528e-04 1.576545411875848401e+00 1.577262139418643683e+00 5.000000000000000000e+00
2.740712560522072679e-06 9.135551383380730057e-07 5.403829100872052745e-09 1.062085562925557669e-03 1.136727245394104635e+00 1.137789330957030165e+00 5.000000000000000000e+00
2.693863064422096430e-06 9.294414057456945651e-07 5.497810143036341661e-09 1.322945680713887018e-03 9.692727103195668548e-01 9.705956560002807487e-01 5.000000000000000000e+00
2.645791076597451264e-06 9.463270486488015251e-07 5.597703204055598303e-09 1.870524091206152151e-03 3.236363576939744746e-01 3.255068817851806129e-01 5.000000000000000000e+00
2.594886487261693085e-06 9.648897052747180849e-07 5.707517091355258317e-09 1.895338830179275902e-03 -1.362999993991353520e+00 -1.361104655161174293e+00 5.000000000000000000e+00
2.552789009325711044e-06 9.808001297471240737e-07 5.801640574540572734e-09 2.121437661625504706e-03 -1.594818149368665061e+00 -1.592696711707039636e+00 5.000000000000000000e+00
2.510534182926149687e-06 9.973066258515355239e-07 5.899290210199763404e-09 2.017435488477815203e-03 -1.979545407701571946e+00 -1.977527972213094065e+00 5.000000000000000000e+00
2.476744522280000585e-06 1.010911613248660305e-06 5.979774838406096550e-09 1.895855779706950156e-03 -1.300454479582512590e+00 -1.298558623802805734e+00 5.000000000000000000e+00
2.449994800668634711e-06 1.021948238524719523e-06 6.045065440966148657e-09 1.880067310791728313e-03 -4.812726523719703664e-01 -4.793925850611786554e-01 5.000000000000000000e+00
2.433572552429210910e-06 1.028843562504221188e-06 6.085862873913896552e-09 2.128183720392480549e-03 9.270306841791864372e-03 1.139849056218434492e-02 5.000000000000000000e+00
2.433504869405446144e-06 1.028901819921668768e-06 6.086208860622476681e-09 2.004630614559951840e-03 1.559091549453857084e-01 1.579137855599456741e-01 5.000000000000000000e+00
2.414558803146741565e-06 9.996198752959756756e-07 6.330475725895921104e-09 2.838714861403378309e-04 7.181820629869406503e-02 7.210207778483440633e-02 5.000000000000000000e+00
2.423854666072022656e-06 9.957862716193120810e-07 6.306197214720086320e-09 7.886019982336275880e-05 6.445440428491977514e-02 6.453326448474314136e-02 5.000000000000000000e+00
2.424209998858976608e-06 9.956403150637498882e-07 6.305272821221870496e-09 -1.665202765441589627e-04 2.690907638561572668e-01 2.689242435796130870e-01 5.000000000000000000e+00
2.424326051552385733e-06 9.955643820736997176e-07 6.304791837459376816e-09 -3.506497247764313319e-04 4.569089322279573651e-01 4.565582825031809233e-01 5.000000000000000000e+00
2.422468796230151543e-06 9.963314479801413526e-07 6.309587451392455927e-09 -4.132893955175534484e-04 4.367237486645230149e-01 4.363104592690054684e-01 5.000000000000000000e+00
2.417988968130969270e-06 9.981776732643753260e-07 6.321274237124107970e-09 -6.291501518030200024e-04 3.698171153139355738e-01 3.691879651621325364e-01 5.000000000000000000e+00
2.413967209603595304e-06 9.998421894117947929e-07 6.331792230715925149e-09 -4.483589832000242636e-04 1.853603711184010905e-01 1.849120121352010593e-01 5.000000000000000000e+00
2.409944124945658046e-06 1.001512922806256289e-06 6.342348065084230650e-09 -5.124568715101918137e-04 -7.110032399050716378e-01 -7.115156967765818852e-01 5.000000000000000000e+00
2.409708086140230422e-06 1.001621203090948483e-06 6.343033504941261869e-09 -4.210699074158226474e-04 -2.448183500927516576e-01 -2.452394200001674907e-01 5.000000000000000000e+00
2.412942364038822225e-06 1.000280061549422380e-06 6.334518753693539046e-09 -5.712888375069315183e-04 -2.747252891525260310e-01 -2.752965779900329868e-01 5.000000000000000000e+00
2.419105149830428342e-06 9.977319320381855109e-07 6.318380412790656150e-09 -3.849966131214410670e-04 -5.606361174934608727e-01 -5.610211141065822860e-01 5.000000000000000000e+00
2.425719246688833513e-06 9.950115954247260661e-07 6.301151564142103424e-09 -1.646169648072716429e-04 -6.109087529060932553e-01 -6.110733698709005512e-01 5.000000000000000000e+00
2.434214559681127044e-06 9.915391569111242303e-07 6.279160460980357959e-09 -1.263695434418309060e-04 -6.090001611133875059e-01 -6.091265306568293125e-01 5.000000000000000000e+00
2.449051426496985320e-06 9.855324983490216929e-07 6.241119483578871172e-09 4.172621625543951329e-05 -7.000016103395623190e-02 -6.995843481770079586e-02 5.000000000000000000e+00
2.457028834802979748e-06 9.823328164631744834e-07 6.220855624834895384e-09 -1.316921393186565314e-05 4.970907480724875427e-01 4.970775788585556909e-01 5.000000000000000000e+00
2.461191395515538195e-06 9.806718562916929102e-07 6.210330682387959305e-09 -1.341714605492261292e-04 7.996374991111405706e-01 7.995033276505913999e-01 5.000000000000000000e+00
2.464195609083517988e-06 9.794781635843047014e-07 6.202742852555326457e-09 -4.437714275252087337e-04 7.002753107356571860e-01 6.998315393081320224e-01 5.000000000000000000e+00
2.464872195231603309e-06 9.792093317653581659e-07 6.201040029586088180e-09 -4.766272680841246445e-04 7.090907440570379805e-01 7.086141167889538073e-01 5.000000000000000000e+00
2.464413765915786958e-06 9.793915130541193898e-07 6.202193295858494733e-09 -7.913488614912402019e-04 6.146361984248933652e-01 6.138448495634021285e-01 5.000000000000000000e+00
2.456752369968988159e-06 9.824464329504658215e-07 6.221528785892340924e-09 -8.579519652646173944e-04 2.454513577997126106e-01 2.445934058344479967e-01 5.000000000000000000e+00
2.447423665680612402e-06 9.861913142304857321e-07 6.245241254022870300e-09 -9.893043540303743388e-04 -1.421828301784078263e-01 -1.431721345324382111e-01 5.000000000000000000e+00
2.435940199122752512e-06 9.908405234335765136e-07 6.274680616375065798e-09 -9.643290875748118662e-04 -3.670922571058508055e-01 -3.680565861934256278e-01 5.000000000000000000e+00
2.425579663756886765e-06 9.950729160959915100e-07 6.301480147224892264e-09 -9.412596410193520280e-04 -5.191829232252587190e-01 -5.201241828662780398e-01 5.000000000000000000e+00
2.417119873955142406e-06 9.985564779189060699e-07 6.323527501277814558e-09 -7.927728397706841623e-04 -4.601850804356608649e-01 -4.609778532754315594e-01 5.000000000000000000e+00
2.410336064902439052e-06 1.001367761117915990e-06 6.341317366131215319e-09 -7.074322573565605676e-04 -6.165476513952903304e-01 -6.172550836526469187e-01 5.000000000000000000e+00
2.405760688510765551e-06 1.003275735800185840e-06 6.353348556052577466e-09 -7.408186461073246187e-04 -1.220045378149698934e-01 -1.227453564610772180e-01 5.000000000000000000e+00
2.400136723614956105e-06 1.005630030731182175e-06 6.368207375130235312e-09 -5.639058152679884972e-04 6.630361465484568839e-03 6.066455650216580342e-03 5.000000000000000000e+00
2.392504329560423147e-06 1.008838951067712799e-06 6.388515598272837393e-09 -6.929436119795413795e-04 1.833611940018897712e-01 1.826682503899102195e-01 5.000000000000000000e+00
2.381571293849381070e-06 1.013470345228178833e-06 6.417841394734604837e-09 -7.308565389659640865e-04 5.885444572741711511e-01 5.878136007352051662e-01 5.000000000000000000e+00
2.368169873250738612e-06 1.019205641000231183e-06 6.454158013503158697e-09 -8.003656851072495082e-04 8.802714568018288332e-01 8.794710911167216150e-01 5.000000000000000000e+00
2.354039394751695789e-06 1.025323651460898666e-06 6.492898297747524803e-09 -7.823760727967317419e-04 8.940896356729979289e-01 8.933072596002011867e-01 5.000000000000000000e+00
2.336373662036657626e-06 1.033076311394192877e-06 6.541990543350378847e-09 -8.227642596151489573e-04 4.728166571778196214e-01 4.719938929182044829e-01 5.000000000000000000e+00
2.315987792872250083e-06 1.042169671099570991e-06 6.599572996419391466e-09 -9.844699404888308802e-04 9.199852117643203542e-02 9.101405123594320801e-02 5.000000000000000000e+00
2.292166693078251906e-06 1.053000255191909387e-06 6.668156770004510349e-09 -8.556291467322896249e-04 -3.361831207181360526e-01 -3.370387498648683700e-01 5.000000000000000000e+00
2.268074884015160925e-06 1.064185360758548662e-06 6.738985361007811340e-09 -8.436684515411851937e-04 -4.147281066294752350e-01 -4.155717750810163924e-01 5.000000000000000000e+00
2.245806323903102631e-06 1.074737974518880906e-06 6.805800930129664301e-09 -7.194520287291152061e-04 -4.730924559071940649e-01 -4.738119079359232044e-01 5.000000000000000000e+00
2.225454576746377576e-06 1.084575900196885812e-06 6.867958968934731674e-09 -7.373208392149506463e-04 -2.700992191177924440e-01 -2.708365399570074050e-01 5.000000000000000000e+00
2.210951097132106690e-06 1.091699007636156008e-06 6.912938833283334906e-09 -6.941817994474304421e-04 -4.181868092193194997e-01 -4.188809910187669128e-01 5.000000000000000000e+00
2.201926328882936389e-06 1.096173442522522125e-06 6.941271869085320445e-09 -4.236823247481501242e-04 -7.279092763347687622e-01 -7.283329586595168603e-01 5.000000000000000000e+00
2.199767028071680086e-06 1.097249470969009442e-06 6.948085278926634521e-09 -8.958170051580685578e-05 -5.028183672261814507e-01 -5.029079489266972125e-01 5.000000000000000000e+00
2.198748845466714582e-06 1.097757596327748195e-06 6.951302595733729319e-09 -1.187145587306891181e-04 -1.360910931941621271e-01 -1.362098077528928197e-01 5.000000000000000000e+00
2.199429838891322278e-06 1.097417722724260165e-06 6.949150163907139260e-09 -6.028698630025641769e-05 -6.027291064935269560e-02 -6.033319763565295202e-02 5.000000000000000000e+00
2.199479945321176111e-06 1.097353763603241785e-06 6.948744906984098131e-09 -1.716224751044555241e-04 1.300907090085239304e-01 1.299190865334194644e-01 5.000000000000000000e+00
2.206991709925241296e-06 1.093618803369514226e-06 6.925093863938415293e-09 -3.304343043549450021e-04 1.869998171240858653e-01 1.866693828197309168e-01 5.000000000000000000e+00
2.216349421379914905e-06 1.089001427440909937e-06 6.895855066648743062e-09 -4.604412449188653722e-04 3.405452696134290136e-01 3.400848283685101725e-01 5.000000000000000000e+00
2.222364490442162883e-06 1.086053952609788445e-06 6.877190503298958062e-09 -4.842058753197556187e-04 3.718163025836496161e-02 3.669742438304520599e-02 5.000000000000000000e+00
2.225835261272188790e-06 1.084360481703942032e-06 6.866466613426794793e-09 -5.389587282416882785e-04 -1.080910991444916647e-01 -1.086300578727333599e-01 5.000000000000000000e+00
2.229953943454507863e-06 1.082357717828727760e-06 6.853784155374092727e-09 -5.631187934266278228e-04 -3.129092845804297696e-01 -3.134724033738564009e-01 5.000000000000000000e+00
2.235073489714195171e-06 1.079878557211737761e-06 6.838084981113396563e-09 -7.564253443509798280e-04 3.710907120208801757e-01 3.703342866765291785e-01 5.000000000000000000e+00
2.241923888720788956e-06 1.076618908535290912e-06 6.816859746626038533e-09 -8.337386585241246539e-04 1.175345730884842510e-01 1.167008344299601263e-01 5.000000000000000000e+00
2.253889281226832571e-06 1.082530195826456359e-06 6.685584009950249079e-09 -2.676321354315620848e-04 -2.857169297940735930e-01 -2.859845619295051655e-01 5.000000000000000000e+00
2.266016349817615813e-06 1.076736861957640826e-06 6.649804619549979249e-09 -8.374581965323035782e-05 -4.682729334217032857e-01 -4.683566792413564883e-01 5.000000000000000000e+00
2.284005318967979179e-06 1.068256558463685072e-06 6.597430205587444665e-09 5.313577999405127983e-05 -5.259092358696513259e-01 -5.258561000896573301e-01 5.000000000000000000e+00
2.303963996515124922e-06 1.059002725865086798e-06 6.540278088018334627e-09 4.791516947426702200e-05 -4.493637784907811294e-01 -4.493158633213068520e-01 5.000000000000000000e+00
2.322467571437487005e-06 1.050565647190962892e-06 6.488170175476432868e-09 2.147829128111532204e-04 -2.829092305397136187e-01 -2.826944476269024897e-01 5.000000000000000000e+00
