S T U Misfit
-1.593135839242086388e-06 -5.774017403568230180e-06 4.480469102262878227e-07 1.674387812848747148e-13
8.774744214721620094e-06 2.025901462766117712e-05 1.004921179177119000e-06 1.791725436874911437e-12
1.243947969892142607e-05 4.055491321654243052e-05 1.807161410319414665e-06 1.269862167750177689e-13
1.514736990795811647e-05 5.638853701595220383e-05 2.212166827743120871e-06 1.851167977582805213e-01
1.681917712016712114e-05 6.768555123898375330e-05 2.446726132860162954e-06 5.625280391537326313e-15
1.760952505586572915e-05 7.445829429015069076e-05 2.510882197926468621e-06 2.831866795141233977e-14
1.756098815664583880e-05 7.670972105880106029e-05 2.404641497328211604e-06 1.830335933092647079e-13
1.657156038627288856e-05 7.443634501263029861e-05 2.127997296826337109e-06 1.854178875578582630e-01
1.459058151684403782e-05 6.763361645906075385e-05 1.680930097474504561e-06 5.139729394384359132e-09
1.353764829006321940e-05 5.639883545349423872e-05 1.063728968294179967e-06 8.262509622849783868e-12
1.066583663965497081e-05 4.066060969831281963e-05 -2.523812533848600933e-07 4.637533914942710878e-15
6.944649177245915215e-06 2.012881922950271793e-05 6.135653541051051841e-07 1.141834025732940076e-12
2.374085902836058533e-06 -4.852452297162310768e-06 6.263577735948095907e-07 4.668314830061407789e-13
-2.998099275477013966e-06 -3.435558711813937614e-05 4.914641787013424828e-07 5.089555264881144069e-13
3.416833155653982426e-06 1.084923288922141442e-06 2.085410024680981685e-07 8.085060918044206334e-14
3.363462521908186989e-06 1.049904737107383690e-06 8.847648835476679664e-07 5.169743425079780621e-13
3.290140517215473716e-06 9.742633779529603049e-07 1.083756104733064572e-06 6.433770332383383714e-06
-3.156787166751852096e-06 -8.289534000675617372e-05 1.200177563264443890e-06 1.804674363480977539e-01
2.024700010268017002e-06 -1.309644851473554403e-05 1.233567378833096256e-06 1.914105689925728749e-14
6.521734015019751114e-06 4.598379598860421607e-05 1.184280933082499961e-06 3.773404747668867600e-11
1.026206909976158532e-05 9.434258508157838616e-05 1.052306733285997960e-06 7.430350667807717611e-13
1.187711397622295014e-05 1.319086159132117336e-04 8.374537272847817859e-07 1.117172586099685615e-13
1.494814622631747202e-05 1.588673353149696200e-04 5.402194343333378662e-07 1.867744264192341686e-01
1.701867166196394023e-05 1.750902881122469294e-04 1.602638521359627946e-07 1.671084781188760531e-13
1.816102193272917318e-05 1.805791990889326975e-04 -3.024072287755329068e-07 5.361555024294834165e-14
1.832512128122075850e-05 1.751937008447190390e-04 1.885892354421170004e-07 1.324348359667023521e-14
1.751096970743869620e-05 1.592076140254721731e-04 -5.692241179373810976e-07 4.974812425993428154e-11
1.571856721138298628e-05 1.323386675179398411e-04 -4.867698262893544367e-08 3.124304207054883988e-15
6.688527453702426586e-06 -1.381694873148696143e-05 3.665910156432886794e-07 1.193592198176557205e-13
8.173486222464783034e-06 2.829873201980900540e-05 6.761193428351016849e-07 2.169285092755361644e-13
1.585493943916826610e-06 -6.601667605582004113e-04 1.109718462356773235e-06 8.505953133994780113e-14
4.750222025140934869e-06 -7.918386548469881893e-05 6.302204425024922936e-07 5.876965429015102780e-16
1.185800835673383212e-05 5.489042929642098728e-04 1.353400156355456495e-06 1.358927836401056579e-15
2.171345731580008359e-05 9.924666445073084247e-04 1.895772890405848044e-06 1.921780319752658395e-01
2.904537854921519866e-05 1.331455122530518119e-03 1.551827237318870770e-06 1.963748018992996680e-12
3.383858942837707543e-05 1.565655732894674851e-03 2.320372598056293988e-06 3.007593094292616458e-15
3.852941389867348284e-05 1.695342400391831091e-03 2.817949248323534904e-06 3.394561430547260244e-15
3.959341538441456688e-05 1.720329824822534317e-03 3.044061875461901553e-06 3.884317265120275725e-14
3.833636413725872375e-05 1.640686792286536865e-03 2.998896128456757570e-06 1.925568418931879189e-01
2.849959328127167770e-05 7.506126374854416071e-04 2.682612077315967458e-06 9.073775753129989597e-14
2.585886093964970619e-05 1.049772674548897890e-03 2.094541367648740677e-06 5.178433339731040697e-13
2.340039143228359920e-05 1.153850485668013286e-03 2.619379787521651926e-06 1.946158117046827285e-01
1.753448556542769790e-05 1.062856224849333640e-03 2.257904028016379727e-06 4.891708860679471310e-14
2.056417928903049247e-05 9.896501158456459148e-04 1.715256934513969815e-06 3.534696019663144437e-14
1.448406912480868964e-05 6.266545466491980562e-04 9.918643585723571777e-07 5.567754650689122609e-15
1.857113654289469607e-05 1.466911857422310882e-03 8.736395360557068332e-08 1.299278780334659268e-13
8.297333983687662303e-06 1.496911846716342948e-03 3.860785432080694437e-07 4.155882577740324192e-14
1.927704255251944595e-05 1.465047984681326198e-03 -1.114979951704433498e-07 9.945052851521341401e-14
1.614355237772503336e-05 1.231570949594559643e-03 -6.992857247166796693e-07 4.787255644311383010e-16
2.272058965714183213e-05 1.102644584843613705e-03 -6.994752873849483807e-07 1.848556697525410592e-03
2.048937509245642342e-05 8.646362001045822167e-04 -1.116575483843824078e-07 9.013893115249065452e-14
2.616514397335628213e-05 5.261167948287207193e-04 3.854669200174138535e-07 2.136400433010491541e-14
2.961198605973464261e-05 8.134842697530089446e-05 3.644791342083700262e-07 3.493167914378648799e-14
2.954096543977193865e-05 -4.699390386186015362e-04 1.037577849419162337e-06 2.439049313513468171e-14
3.810572815156921400e-05 2.568453809266673369e-04 1.565069389856537377e-06 2.309318099848379887e-13
4.129591871515396419e-05 2.621333448763307869e-04 1.947823947377998993e-06 9.264027488734531543e-14
4.014546146860511864e-05 2.514407883576697455e-04 2.185095609329105445e-06 1.897946025911896040e-01
3.648439913814592014e-05 2.249491868210101904e-04 1.571622961343049066e-06 1.846935202527247085e-14
3.026907472477312997e-05 1.824383492713041704e-04 2.106230352687090933e-06 5.696077121890292899e-13
2.208287263897967153e-05 1.240877702876480311e-04 2.405224966521086201e-06 1.902101654117782092e-01
1.117616193812885704e-05 4.985584646623802751e-05 2.468459866776977453e-06 3.119139345436689932e-13
1.002856398815729595e-05 -1.355477488990635668e-05 1.614204898407542406e-06 1.158766705480996363e-13
9.524668335497750505e-07 -1.047947152343842105e-04 1.773783087102586298e-06 1.220392021782598280e-13
2.577309819381069978e-06 4.679824602830585213e-07 1.609948414852136643e-06 4.946378573808727246e-14
-2.988883281351033009e-06 -2.146394896405861783e-06 2.506947615622598984e-06 1.900019065938868268e-01
2.596908547774057090e-06 9.160812194807772338e-07 2.437324137516795277e-06 5.280432170481831292e-14
3.252949888867478562e-06 9.478769891663778358e-07 2.187187247369032355e-06 1.839672412266517498e-14
3.244554312136082299e-06 8.366387101238353551e-07 2.539986208692370003e-06 2.826621174401015454e-11
3.098612629317427541e-06 8.134862961383283925e-07 2.283389951820800014e-06 1.840995162265217644e-01
3.188980496054996855e-06 8.284703931240969468e-07 1.845391714678789923e-06 1.282155873140337538e-12
3.186005026128805642e-06 8.648655241069296020e-07 1.225923488991011034e-06 8.477785196358534882e-14
3.006716164338319492e-06 9.194200792908317590e-07 4.249778456200806887e-07 9.378845578891900976e-13
3.306866016709252892e-06 8.837519759653097428e-07 8.264874334555678729e-07 1.804076270629072221e-01
3.641190243714279423e-06 9.433633853560734821e-07 4.315420955968558778e-07 6.414481605404115600e-12
3.321001005440489523e-06 9.889252125865329912e-07 -5.451050992311116012e-08 8.486125708460072486e-08
3.940750315811968223e-06 1.173096050856377952e-06 -1.208517936114739509e-06 1.675879452181372206e-15
4.426810856806606719e-06 1.098408282150737892e-06 -5.865712348585532906e-08 3.342352670573623781e-13
4.779182628424406707e-06 1.106292496262697094e-06 3.320763263489616459e-07 2.182131873904479235e-12
-1.562700026023291049e-06 -1.255489206872112688e-04 6.453356717408554616e-07 3.683516322117576306e-13
3.970467044140600509e-06 -1.996759349770914579e-05 8.806192417414945542e-07 7.437993085920362669e-14
8.563616735371816849e-06 6.926958585607006775e-05 1.093789786718386662e-06 6.789550233473189074e-14
1.217954805894036462e-05 1.423251952389352655e-04 1.204655671173556530e-06 1.072359733236976015e-12
1.481783165582136529e-05 1.991415947262667517e-04 1.241512458809671568e-06 1.764184460130929777e-01
1.036853148777361160e-05 2.120424572779310837e-04 1.204580922044281308e-06 9.382609933089897603e-15
1.623873162574390828e-05 2.594529043795559668e-04 1.093276607478443311e-06 1.154667113109727851e-13
2.095939795831715203e-05 2.871854097345508897e-04 2.026613410783704895e-07 6.123439790632247310e-13
2.436352929228884472e-05 2.950232534772221737e-04 5.315166201102906302e-07 9.686453095465854872e-14
2.573592172414879148e-05 2.830718869480920393e-04 6.959096713661070291e-07 1.925433412226093061e-13
2.533285009078277465e-05 2.513445463727141866e-04 6.958971014836346868e-07 1.882333506607009842e-13
2.423721766272179544e-05 1.998974627585958883e-04 5.316820492773503788e-07 5.595455225041476100e-13
1.625499772767784756e-05 1.281218559563129648e-04 1.334895581355677055e-06 7.867524446804323845e-14
1.510954067462407596e-05 3.734983721039393165e-05 1.470887182790249611e-06 6.447680964340938767e-14
1.167213470332790150e-05 -7.325795220175011324e-05 1.516443796400885921e-06 1.863291400320288005e-01
1.881158167883247102e-05 4.476816646441086152e-05 1.471222611654677016e-06 1.852077701239817829e-13
1.797681322924990014e-05 3.253239968132933278e-05 1.335734163859734124e-06 1.062519900835296659e-12
1.567466024976998359e-05 1.669958299932677346e-05 1.109775402736851191e-06 3.731131619540489742e-11
1.192408795033349171e-05 -2.728151730760827449e-06 7.933449531224230510e-07 4.303481309123467426e-12
6.552453889189898294e-06 -2.575866737074819222e-05 3.864128059254777683e-07 2.152854885758450805e-14
1.254503371734816397e-05 1.954222724962112240e-06 -1.112304951205681716e-07 7.411667545924224508e-14
5.888242202568003563e-06 -1.120220592707276107e-05 -6.989566022768315583e-07 1.385825126199924490e-10
9.616833536048162800e-06 -4.241661159404409430e-07 6.322631520945535539e-09 7.523687539064110707e-13
1.193742015072796286e-05 8.767836321007915605e-06 -6.993219056564159842e-07 1.507982923944375808e-14
1.285000204660740120e-05 1.615653425821039768e-05 -5.266978671165734021e-07 1.453055149743871982e-11
1.228125910733512228e-05 2.167810259437050736e-05 3.164294676805110417e-07 6.884144766100187355e-14
4.245111837990075504e-06 3.949547525019553300e-06 1.016083146890325391e-06 1.251312747169613993e-13
1.529852387726554085e-05 2.475615056939514254e-05 1.572145058939095607e-06 9.120955284679724034e-11
2.008173559591281521e-05 4.073661332868767367e-05 1.984401369971211998e-06 1.255992420303042180e-14
2.324860006856026940e-05 5.228162132607320209e-05 2.253027650657790114e-06 1.987428860489769655e-12
2.479911729520790003e-05 5.939365602929677564e-05 2.378025998876976840e-06 1.950939266367890945e-01
2.141671905171966210e-05 6.185840921057941951e-05 2.359162970927290097e-06 1.949995090698542488e-01
2.249834863981436560e-05 6.027352865785301885e-05 2.197058450000280735e-06 1.140488122505116188e-13
2.152237179176064557e-05 5.422542105526737010e-05 1.891275211952525154e-06 2.199817833318626010e-12
1.887458336451202368e-05 4.380880457913089744e-05 1.186028154093170885e-06 6.009613841212652311e-15
1.403194487682108411e-05 2.886579758270281347e-05 6.736420856158577327e-07 3.180058235622085495e-11
1.922781109903920458e-05 3.517277855128294668e-05 2.275600045155141998e-07 6.217860966404935014e-14
1.704236962931345505e-05 2.556678859076918814e-05 -4.118398122046438683e-07 1.616684505302333200e-13
1.362378955065074524e-05 1.313719816888831850e-05 -5.663797245424399240e-07 1.911318843595515203e-13
8.972070863051078533e-06 -2.256883640316838066e-06 5.781461381374325700e-07 1.280824080098313594e-14
3.238266761104440011e-06 -2.032601912979977287e-05 1.167396607415473590e-06 1.128261359164824592e-12
8.382553981633607582e-06 1.092565849180271930e-06 1.616096444226475107e-06 1.989853222830287871e-01
6.448737647392173781e-07 -2.807139551478032239e-04 1.924850586063783794e-06 1.983353312898657184e-01
3.446443460091149474e-06 -4.612451473397462178e-05 2.092934988033879389e-06 2.510140523478197329e-14
5.910702896002757441e-06 1.523985169135329873e-04 2.120920082287456826e-06 4.551756961718383435e-13
7.041053969765723302e-06 3.147996889384886070e-04 2.008633594469701602e-06 1.954014441601099050e-01
1.346605433041609631e-05 4.414968533200959964e-04 1.756505305122226549e-06 6.126134331081083090e-14
1.570361962595108525e-05 5.319649450790480110e-04 7.137220893455914761e-07 1.686227315298316231e-14
1.710090226019164478e-05 5.862120954497639959e-04 7.227274242940393745e-07 9.349604654595465632e-13
1.761499518366628025e-05 6.042365669295411473e-04 1.010031696234633272e-06 1.422297152707759040e-14
1.726016276161277863e-05 5.861104343801202361e-04 1.110704863910498133e-06 1.087988735808093004e-13
1.603640499403113313e-05 5.320314814643443881e-04 1.995656313322614981e-07 4.933784064529265821e-13
1.394372188092134544e-05 4.417207118444409155e-04 4.079950639558846601e-07 4.108026386636342914e-13
4.707807148949844263e-06 2.728794313418998752e-04 1.736150391994021044e-06 1.051547294851720224e-16
6.073134431804702892e-06 1.455591856207805396e-04 2.184775758273491875e-06 1.923862576526273183e-01
5.825138498126168130e-06 -2.327750834649322040e-05 2.459649743525003567e-06 6.335930476089357603e-13
3.900658948310718299e-06 -2.336350113750234497e-04 2.560758762759482587e-06 6.018424697045239858e-15
1.255159393221973966e-05 6.702281872422258279e-05 2.487758938138285801e-06 3.539420793090322707e-07
8.945003510647244279e-06 7.686946548225693197e-05 2.241400682452541731e-06 1.934154271701236660e-01
8.976497139481907797e-06 3.450312542740930841e-05 1.821138674992629780e-06 6.097206446662085453e-14
1.890467704187104683e-05 8.468378741315338634e-05 1.226809115467002488e-06 6.971656580390390058e-14
2.640327217965792955e-05 1.220917705808345004e-04 4.587167180194206922e-07 2.046092231063317629e-11
3.151502462032432613e-05 1.465836632597816941e-04 7.922313548017480601e-07 1.012729937308744707e-13
2.806180422430420136e-05 -5.474276261768247628e-04 3.853197980659644051e-07 1.037201661423815116e-15
3.355080440166580353e-05 3.974667343020256844e-05 -1.122566274447393283e-07 1.222265031967152918e-05
3.586078118461876108e-05 5.236553774768034361e-04 -7.002090338169444650e-07 8.491381210415546010e-14
3.499173457316309097e-05 9.041525209216305647e-04 5.266945565281202414e-09 1.495720817985276048e-12
3.094366456729877963e-05 1.181446737895584321e-03 5.356560969315746206e-09 6.320554686179470011e-13
3.602235412144324384e-05 1.438432857033314447e-03 5.234576302165683739e-09 8.038291372201688234e-13
3.242563844919360046e-05 1.555267229531698053e-03 5.314660623841789690e-09 1.982671156018643977e-15
2.659687638491899193e-05 1.574327247558589878e-03 -6.999804435416863222e-07 3.358526857879171654e-16
1.201601431113759008e-05 1.314120705395174348e-03 -1.117194590326512872e-07 6.451073613341620893e-14
6.729962600627063369e-06 1.288473768089911384e-03 -3.001507554024070727e-07 1.701358394178492900e-13
1.018520598885422386e-05 1.148996778048310893e-03 6.784787178869308751e-07 1.396622598443392099e-14
1.702027504931336908e-05 9.904529312491905640e-04 1.478484437132354711e-06 1.875562254439331429e-14
1.659671993744245408e-05 6.645401743835926663e-04 2.100391932165960645e-06 4.446861064376622676e-14
1.451094226233598541e-05 2.249165635975106472e-04 2.543932578039625602e-06 4.575831298740525676e-12
8.193642812956214300e-06 -3.285625015446014935e-04 2.808897186698228815e-06 1.881794539117746801e-01
1.704761904405469980e-05 3.889649265803219076e-04 2.895588929362571854e-06 4.460523432055882123e-14
1.850756687525489155e-05 3.774544546025012542e-04 2.804028776816828973e-06 1.905279409181070971e-01
1.879612915663938770e-05 3.427058409388962696e-04 2.534081163352471983e-06 7.309719069024508797e-13
1.788373123745131874e-05 2.847867466609108143e-04 1.463074579634502029e-06 1.916618877451646582e-13
1.577037311769067111e-05 2.035672259413987939e-04 7.894573675301664524e-07 4.170554859026699457e-10
1.245901695620826989e-05 9.898298293325129412e-05 8.948449712925368747e-07 2.206241947495250569e-13
8.114444796670575708e-06 -2.881896357693458961e-05 6.694951514589688183e-07 6.384724809396539341e-12
2.513721549717929767e-06 -1.799946102633065751e-04 1.497152205562079193e-06 1.611048044011735736e-08
8.216402472643029596e-06 1.244953762713087527e-06 1.378697723015033488e-06 6.863868842678998868e-13
7.175577192668209701e-06 1.073027314463105647e-06 2.365647497968611911e-06 1.242504849890455821e-11
5.760743488420883002e-06 9.684359370123608976e-07 2.514192712600432255e-06 1.864797243773106961e-01
4.596315037157005772e-06 9.644721918980229147e-07 1.999656474472434289e-06 1.857521407151498383e-01
2.780360971729083264e-06 8.143909485438041252e-07 2.269122977688165385e-06 1.698020809889436700e-12
6.312098334832896583e-07 7.427082170442123161e-07 1.842355596225849901e-06 7.310345714945724871e-12
3.189304017910042634e-06 8.420198510590321157e-07 2.075147067686158519e-06 1.736409404884214373e-13
-3.313953559234128104e-06 -1.183884127688018779e-05 2.028700712617324166e-06 3.599144584207446741e-15
1.019972471929147879e-06 -1.307452629033596906e-06 1.702642059103192128e-06 1.842029553776459142e-15
6.491119800408206593e-06 7.734062660076777460e-06 1.097726377933406124e-06 5.635564901403582808e-08
1.098977929487347717e-05 1.504746571155902158e-05 1.434928117797501052e-06 1.846536298570782553e-01
1.417651970395873090e-05 2.065513343670682145e-05 2.059975689272138960e-06 8.054693667535752920e-17
1.701306290653494929e-05 2.475366377102266219e-05 1.992547147178355928e-06 1.839583669650635966e-01
1.246800937767521604e-05 -6.785668352050583472e-04 1.798455009002158213e-06 6.636081662288714204e-13
1.861595077200028448e-05 -8.952600852646792591e-05 1.477194396151707432e-06 1.468157609223139931e-14
1.678036382159073204e-05 4.043057852735133014e-04 1.029211805694888015e-06 3.016548811735970898e-13
2.438531028970792691e-05 8.117324259701028458e-04 4.542329364957756048e-07 2.809429988653053906e-15
2.936797818640169620e-05 1.126734749338614491e-03 -9.530075224174833684e-07 1.236923320762273008e-02
2.539073737237199262e-05 1.017525874061536500e-03 -1.915791123992201876e-07 2.821246203743269978e-11
3.041020657563559706e-05 1.423534810127061526e-03 -9.297258994382968817e-08 7.843897402740988817e-12
3.199488052295012484e-05 1.694492738453677681e-03 8.678810424921158799e-08 2.354303741830644553e-15
3.014475921431557595e-05 1.830383131807091163e-03 9.911278042337158552e-07 3.748292595440983615e-13
3.129206342136571154e-05 1.851733083769696630e-03 1.714421872594318321e-06 5.217003085330234142e-15
3.693392164809588190e-05 1.735213819927408727e-03 2.257117026663023605e-06 1.179021528734131817e-12
3.580838969784646148e-05 1.484576324831156802e-03 2.618610849134667310e-06 1.902569968075006057e-01
3.608975901830531284e-05 1.100334006804471387e-03 2.094392654913454354e-06 1.099453897145126122e-13
3.342795440589107321e-05 5.820495920008451115e-04 2.682681499111695346e-06 2.522586350344738863e-14
2.686125398173274241e-05 -7.018885088073532235e-05 2.999596065345543768e-06 1.880377505579973463e-01
2.927016600287706265e-05 5.281018149509843045e-04 3.044861958347718590e-06 7.344540231582553725e-13
2.227597285735241224e-05 3.771262671047041120e-04 2.818928724787537175e-06 4.486884978923376115e-13
2.498224328969424692e-05 1.888226220983813019e-04 2.321561783996186450e-06 1.682771742816948465e-14
1.357917373007126654e-05 -4.970027965061927307e-05 1.553098298215026273e-06 8.379258840601804631e-12
5.115066904377080184e-06 -9.095256414911104519e-04 1.897070147820858395e-06 1.857652937117413028e-01
1.686740071029693746e-05 -8.920666070430855106e-05 1.353957993170298999e-06 4.298384139184565811e-14
2.127822423366729083e-05 3.236012769615242654e-04 6.303890866183547396e-07 1.005149584183682109e-07
2.297462774655834874e-05 6.601804965946670919e-04 4.043054307063831175e-07 9.792020426062245264e-12
2.173049970802701266e-05 9.205101730758452486e-04 6.756093671277626707e-07 1.928846205669780408e-10
2.989207413149546169e-05 1.113298621940184445e-03 7.658014977336718470e-07 2.979941094143436208e-12
2.366851720389055296e-05 1.223645667335628798e-03 6.752776760349308275e-07 4.028628716826074566e-13
3.146315008025621297e-05 1.263207353059159948e-03 8.227344281384291433e-08 1.161893636083412094e-13
3.412146204053921155e-05 1.226442422283760157e-03 1.282028279863440349e-06 2.051729516864319017e-13
3.420056973401000821e-05 1.113847978520350742e-03 1.644618968905947352e-06 2.384590731712558811e-13
2.540291872283803181e-05 9.153337709731986394e-04 1.875639065335643822e-06 1.844857551471250634e-01
2.557157991420991411e-05 6.592807429464216584e-04 1.974706220466318774e-06 8.583618897349078521e-15
2.287116801823064739e-05 3.260728311764236453e-04 1.942196785240466193e-06 1.815149087328544880e-12
1.675080869248875111e-05 -8.432196939837985469e-05 1.778000531421126656e-06 2.035603767035068126e-13
1.284557902888107778e-05 -7.271702481059418976e-04 1.482078727691287075e-06 1.860586844993724343e-01
2.442201004914776368e-05 -2.725006542797216369e-06 3.485212004301259896e-07 1.902391391481122915e-14
2.913847716459480131e-05 1.135925267167901440e-04 3.770753059123145189e-07 3.341667737354279840e-13
3.061469908658252955e-05 2.073679008808290236e-04 1.834216639697486799e-07 1.802713915208434629e-14
2.954014218689862638e-05 2.784850738981876190e-04 1.151384129771117646e-06 1.212896317294986179e-12
2.609375193851131301e-05 3.271716328429760635e-04 1.282253462927048069e-06 2.383599626611184883e-14
1.978686394540679541e-05 3.533245538715282523e-04 1.281378254620790893e-06 3.233394230152588474e-15
1.758737365485409709e-05 3.560132355232104940e-04 1.148980109136925504e-06 2.632633596870520197e-13
1.874659130723090131e-05 3.445019134129511653e-04 1.516027585255951312e-06 1.837561698034549940e-01
1.176961353364806894e-05 1.878273637409275988e-04 1.471081872820220837e-06 1.368740569500132007e-13
1.378297462839715075e-05 2.324482794283983965e-04 1.335437524812592711e-06 1.413413619321955795e-05
2.480318311134337551e-05 2.580940786319585825e-04 1.109103110539326369e-06 1.581010686720149768e-12
2.698716807530012501e-05 2.363756072466679202e-04 7.925111169367041091e-07 1.501490126081756524e-15
2.663247241781350544e-05 1.773081400748395217e-04 3.855267320488362031e-07 3.671446309195487026e-13
2.373912883635615221e-05 8.096758502772315061e-05 -8.172968948406269980e-07 1.369926367203760756e-13
3.088572557013616560e-05 2.673824243660164845e-04 -8.175012609001235159e-07 1.086396333616499890e-13
2.990315802060254199e-05 2.739830210716474607e-04 3.853884230578306274e-07 6.648491880611992829e-14
2.094072409324160698e-05 2.608234830387743232e-04 7.925052350197036477e-07 8.316853432435690474e-03
2.174451765439312643e-05 2.375043199913389358e-04 1.109037690610364975e-06 1.295952823718338734e-12
2.007286266614123640e-05 1.973281501696451975e-04 1.335170735929582638e-06 6.055182467101878076e-11
1.586208620580240952e-05 1.402910606337698851e-04 1.470885993421475211e-06 4.693005109776033758e-11
3.832062327449999324e-06 6.327486489986050274e-05 1.516436663904062733e-06 1.858412888298161258e-01
1.253582505580022278e-05 -1.347807527034683378e-05 1.471076627799576240e-06 5.685165758398032724e-14
1.320642625663584545e-05 -1.124970571775925528e-04 1.335548631711548414e-06 2.628316030824888660e-14
2.345936186407206298e-05 1.188212311954587528e-05 1.109221363335502759e-06 7.478032982840145169e-13
2.582854318524393318e-05 1.311856836213690791e-05 7.925975639419077221e-07 1.956478017706767351e-12
2.660310854981543001e-05 1.351716599596513003e-05 3.855701391920497444e-07 4.244894854089269920e-13
2.573324516972196283e-05 1.308123790824718378e-05 -1.118825469444227748e-07 3.999972524078160547e-15
2.333917164042455464e-05 1.181760469046456794e-05 -6.997346847168375020e-07 7.087961486777002900e-15
1.938247634140347056e-05 9.577612595430718426e-06 5.778857085602444097e-09 3.455503985206521540e-13
1.382209565989988167e-05 6.573751073938613653e-06 5.888770232096378125e-09 5.707706289909235723e-15
6.648271685588998798e-06 2.726253078084333028e-06 6.037437203586486521e-09 1.109159461016103396e-12
1.007361938039234904e-05 4.728343584079171142e-06 6.017727836607577579e-09 3.828271193881082971e-14
6.618475299346345529e-06 2.917985337146547623e-06 6.142961259329640300e-09 4.972029929600538654e-14
2.348463732468084580e-06 7.698830183521371643e-07 -6.991860872351386187e-07 1.858794604473891291e-13
-2.736415320242435499e-06 -1.924008297794854921e-06 -1.111830355606394660e-07 5.177793649155753718e-13
3.475682348407203836e-06 1.186883179799421532e-06 3.861862503672241941e-07 5.024057247379273724e-10
3.482527658350645665e-06 1.135590708591804920e-06 7.931718261234186902e-07 7.006479797381273917e-15
3.479591459039670090e-06 1.152749226065399461e-06 1.054318587217800536e-06 1.876233455908430258e-14
3.452470167645707054e-06 1.061593031267355523e-06 1.326533003662356572e-06 8.655828096437744670e-13
3.401163784168756557e-06 9.869568832781522928e-07 1.501177843042411691e-06 1.633307481903723195e-13
3.325672308608818598e-06 9.281320460792316178e-07 1.578264462481132540e-06 1.801205010277763252e-01
-3.004472298343583544e-06 -3.402539209880943785e-04 1.557981994640061147e-06 7.342139538021313119e-16
2.240505810599988679e-06 -5.598295034101526710e-05 1.439845569132172278e-06 2.488547579586143718e-13
6.636475294809012458e-06 1.845713364088613173e-04 1.224196086515842701e-06 8.155324161315476968e-13
1.020302435576235159e-05 3.814075302757174903e-04 9.110374687119368144e-07 1.835345243275063598e-01
6.601793898073405294e-06 -1.712765004291292247e-04 5.005409211878291456e-07 5.961335417127502386e-05
7.707810871183338872e-06 5.079764490845842338e-04 -7.584203260990262140e-09 4.106091637710397773e-14
1.869773765253190232e-05 1.086618899437208656e-03 -6.135060613048896128e-07 1.098584450171869227e-10
2.724537485580635590e-05 1.528627652164477003e-03 -9.995615657112588310e-08 1.021274574077875138e-15
3.321555622907324424e-05 1.834012705528995785e-03 6.937055367702748505e-09 1.128106996277303553e-14
3.699125281947738804e-05 2.002852861031367143e-03 8.545671853599487035e-08 1.146590712904639218e-13
3.832173440797786670e-05 2.035204327907651645e-03 -3.063346636232317994e-07 8.268678135384740036e-14
3.093839407750446880e-05 1.776283625572823172e-03 1.923616922417658679e-07 3.476786242803984124e-15
3.184459647102956612e-05 1.664008958231837001e-03 5.572420140131199901e-07 3.845960503554960283e-14
2.453426589423413350e-05 1.376925881769438479e-03 8.445320549395305785e-07 2.102127721031247955e-13
2.533452738032801528e-05 9.674264358589672623e-04 1.053559737770921443e-06 1.904387180639551813e-01
3.439609794293602943e-05 1.068359383217872211e-03 1.184308306817830525e-06 4.485251440089618881e-13
3.377194402659203156e-05 7.131448888214951109e-04 1.237253589901967574e-06 7.105766159971283287e-15
2.984220236630849430e-05 2.429307479363172978e-04 1.212238357457884336e-06 1.949813975455021720e-01
2.258028661164938232e-05 -3.422840786826074040e-04 1.109259545860013527e-06 1.366490008480888664e-13
2.445809444473343846e-05 3.419595820428254188e-04 9.279699392793244215e-07 1.374769757995093839e-11
2.988570671309130942e-05 3.318400054001882931e-04 6.685716036471192506e-07 6.814864886790971412e-13
2.097806092650978326e-05 -4.245719132172725793e-04 3.314890206607875589e-07 4.091695403661519670e-14
2.188109651900023992e-05 9.068858170906378142e-05 2.433444894969670800e-07 5.968475777479189727e-15
2.052952384746792590e-05 4.933686166919874034e-04 -6.818410886433289869e-08 2.738135079518238693e-13
1.654037186476800696e-05 7.834555339934806857e-04 -1.141812221147083448e-06 1.383688685896551038e-11
1.004880682283394693e-05 9.606825016096528233e-04 -8.173892494590804932e-07 8.291566918403748040e-14
1.331013213841740360e-05 1.328238829164579259e-03 -4.377091788822392390e-07 1.801909794962637817e-14
1.000725241708182547e-05 1.448488444392716148e-03 9.690998962364367624e-07 9.857905900119113292e-15
1.664964707671184299e-05 1.512067120783314308e-03 2.261408116623945082e-06 4.052687126479578555e-14
1.621767749906853214e-05 1.466677318035377329e-03 3.271561487122818396e-06 1.599163651039970980e-15
1.500118276046118464e-05 1.330913866790187560e-03 3.510998841186861673e-06 3.240807277257718566e-14
1.300724261982203560e-05 1.104565860199437782e-03 4.363561361004051305e-06 1.912604761277398591e-01
1.018713329676573634e-05 7.877746388349423940e-04 4.871191648232605658e-06 1.942988045799166619e-01
6.558051419663580013e-06 3.805411806988523936e-04 5.033893810408913186e-06 1.933171252301615073e-01
-4.088410480040159110e-06 -2.204721591175491191e-04 4.851837533650121886e-06 1.923473968147333124e-01
-4.133702709617536461e-06 -7.224667187069739845e-04 4.324568580200740895e-06 7.815169507537485073e-09
6.545236508613635039e-06 5.630469804783967312e-05 3.452069308744040939e-06 1.968497983885383183e-13
