S T U q1 q2
8.115070559397271558e-05 1.403563375531958942e-05 6.343113051989321985e-09 1.156422775808518821e-03 2.299231931217544656e-01
8.053861333542256418e-05 1.371821770233742940e-05 6.405752132927464471e-09 -1.862409132295628211e-03 2.850916789671487095e-02
8.036775586234858038e-05 1.377757483160270279e-05 6.415745821891898431e-09 -6.181693532218535125e-03 -2.688928025906776043e-01
8.067951222576317963e-05 1.420230208111108730e-05 6.362250985250910526e-09 -5.803516563449573340e-03 -2.823016574673058443e-01
8.142879880529333531e-05 1.498561483177637542e-05 6.242421943272651995e-09 1.418280534704274842e-03 -2.568468193775750308e-01
8.248485028167264481e-05 1.611716638952342441e-05 6.063424925848385030e-09 4.775329042880693819e-03 -2.397337937960148935e-01
8.366749681871030056e-05 1.756783208318621700e-05 5.842433787722065966e-09 3.809042181854849218e-03 7.740978470675052847e-02
8.479581108704483490e-05 1.926910614385046156e-05 5.603536944055514222e-09 8.715272001352358799e-03 -6.667879438345281073e-02
8.572610430811993378e-05 2.109287338055019416e-05 5.372376507705760779e-09 5.118531545361904023e-03 2.987958647257347167e-01
8.637220602708993911e-05 2.284328086966272732e-05 5.171033486761689350e-09 5.004783008826230173e-03 1.915959741248052239e-01
8.670588165077832115e-05 2.427597075194995894e-05 5.015461833296618370e-09 4.119214039101537495e-03 3.660626207805961485e-02
8.673610103375661493e-05 2.515217544025675282e-05 4.915753774103895050e-09 -2.331186659569439712e-03 2.100981840360276465e-01
8.648098490214738599e-05 2.531247660871213635e-05 4.877510159872532225e-09 9.882675347858693726e-04 1.746265969670215412e-01
8.595960480305972007e-05 2.473352131060242850e-05 4.902686320848683068e-09 4.864017338700898918e-03 1.517947012826272868e-01
8.521186058706261190e-05 2.353445707472698686e-05 4.989529111476722328e-09 1.334030426233923095e-03 3.712870358857873754e-01
8.431522092704733535e-05 2.193004162397564050e-05 5.131753718269298910e-09 -5.969064283381397829e-03 8.181591347900862843e-03
8.336754404613673064e-05 2.015922965414340717e-05 5.317516514868943512e-09 -2.104319681760502547e-03 7.142331086540743001e-02
8.245027739739755820e-05 1.842549463775100307e-05 5.529399443518959854e-09 -2.462358244007978314e-03 -5.656769039152997891e-02
8.160786070591067069e-05 1.686758242427958087e-05 5.746187508198910023e-09 2.635550321800961271e-03 -4.731133827163525041e-02
8.085259552984728289e-05 1.555856122577952257e-05 5.946448215539251744e-09 5.614647010927509285e-04 -1.954147954120220021e-01
8.017912658427057808e-05 1.452118746486396708e-05 6.113530932389569991e-09 6.735756664175918118e-03 -4.349697860739354383e-02
7.957638518407621577e-05 1.374761123958360835e-05 6.240694611195878530e-09 4.551749358197465511e-03 -1.913247808673439465e-01
7.903680041560036992e-05 1.321519570201945803e-05 6.333196698777206395e-09 5.641674872425284093e-04 3.534746737506804237e-01
7.856654430497891646e-05 1.289500788889857577e-05 6.404616354442625181e-09 3.471850753032690307e-03 3.401296524939958488e-01
7.819572190790958284e-05 1.275415020319895925e-05 6.468996521620491593e-09 -1.443288514152873958e-03 3.724497199954281967e-01
7.797593364253593449e-05 1.275567731497710691e-05 6.533949489707198501e-09 -7.144367012733798816e-03 5.624387320834678405e-02
7.795590309281432470e-05 1.285928896232815946e-05 6.598737383865760987e-09 -4.535000312289483304e-03 -8.523494286739463632e-02
7.815031997543789874e-05 1.302364958627483954e-05 6.657505086029825411e-09 -2.723972493235748971e-03 -3.924391179012776121e-01
7.852845912713029403e-05 1.320919644639848380e-05 6.704466897205303251e-09 -1.389505704916915718e-03 -1.112501573769044683e-01
7.902696078215787866e-05 1.338004252946214903e-05 6.736902718855992968e-09 -9.251105864318542871e-04 -2.086199544310787246e-01
7.956854614365969631e-05 1.350519307018002875e-05 6.754657027665796528e-09 1.366842859112926689e-03 -2.757545920249242499e-01
8.007234569884215348e-05 1.356073653947124267e-05 6.758580183212685145e-09 1.168347243152956239e-03 -1.059793438953562372e-01
8.045969851879714919e-05 1.353376031080769773e-05 6.750468554686611490e-09 6.343263556130240843e-03 -2.645240203711924920e-01
8.066455227510037926e-05 1.342627655670132695e-05 6.734187373333250791e-09 4.037164369223189553e-03 3.875327178126042327e-02
8.064816451979304340e-05 1.325608837955287736e-05 6.715782301071808168e-09 4.865072659645308661e-03 1.085580653983893029e-01
8.041176817029020805e-05 1.305313480367819615e-05 6.701672409074805787e-09 3.576725720652484952e-03 2.572790582850164043e-01
8.000308919246265995e-05 1.285302569873527485e-05 6.696267250027075306e-09 3.827462199707198920e-03 1.741840321968322058e-01
7.951336559236246379e-05 1.269097563095302390e-05 6.700508762599265678e-09 -1.121772594935510625e-03 2.603946756450881139e-01
7.906039452548177440e-05 1.259816199162754703e-05 6.711197227938573282e-09 -4.165174046618425052e-03 1.257517150658884475e-01
7.876023741991711191e-05 1.260093522149656681e-05 6.720826650544328281e-09 -2.169177611024641905e-03 -1.213471431201007533e-02
7.870116227962335070e-05 1.272240189870606321e-05 6.718831608348505355e-09 -6.690620308380967884e-03 -1.327148331525904723e-01
7.893487144262459104e-05 1.298502355636207491e-05 6.694622257247212326e-09 1.752148468989744856e-04 -1.818352857562928193e-01
7.948557521963758974e-05 1.341209375325997006e-05 6.640508708857269937e-09 -1.461231238786941944e-03 -5.613857691036905351e-02
8.035520449890272811e-05 1.402630079181434243e-05 6.552099687817217821e-09 -5.846175757647564808e-03 -7.958022882745829918e-02
8.150187294585647415e-05 1.484513576968168197e-05 6.426760423421347696e-09 -4.470287871005673708e-03 -3.636933625902685208e-01
8.280736996546757191e-05 1.587381222250552285e-05 6.263207535552404247e-09 8.192127208343613631e-03 -9.959350158993451885e-02
8.408264048855284547e-05 1.709632165905659198e-05 6.063851140337255199e-09 1.067701029539125379e-02 -2.460054053051052847e-03
8.513014832988765864e-05 1.846645657849103089e-05 5.838287476706708657e-09 1.496976850949760518e-02 -5.227647011160563295e-02
8.582072247899569847e-05 1.990360157185418549e-05 5.605149767415271345e-09 9.697883340168633737e-03 -1.272876762767811698e-01
8.613031036055938613e-05 2.129773800317410183e-05 5.389407477828712772e-09 4.980645300894703809e-03 4.233418959185044628e-01
8.612504121616563221e-05 2.252360506125033069e-05 5.214552760973877207e-09 -1.247055531723439969e-04 4.265029207271986422e-01
8.591913509228153365e-05 2.346204556157542039e-05 5.094336173256126282e-09 -5.093606495827129876e-03 2.555635181038162784e-01
8.563146054978084147e-05 2.402698377102716539e-05 5.030195542272188882e-09 -4.550182635486565985e-03 -1.007924842883056726e-01
8.535491159265590384e-05 2.418982373288028847e-05 5.014854639293207975e-09 -4.985991084435204002e-03 1.880070251644827550e-01
8.514059724650571140e-05 2.398589552377456603e-05 5.037306711425364415e-09 -6.591596580535874494e-03 -9.724660179168509444e-02
8.499205530259648872e-05 2.349664553544030145e-05 5.085820218182196435e-09 -3.567285257191521453e-03 -6.477000091265416870e-02
8.487004383198317402e-05 2.281883560081675102e-05 5.149629844697976674e-09 2.661694205840170468e-03 -8.001007543506943875e-02
8.471374867355683852e-05 2.203665308157483279e-05 5.220266288193525660e-09 3.356882068512589967e-03 8.311943019275069844e-02
8.447030893166189132e-05 2.120564194456404897e-05 5.291815829259894899e-09 2.672948049888823618e-03 1.408309252698281000e-02
8.411383888954001317e-05 2.035134163423069653e-05 5.360457334436829935e-09 3.255313167097151350e-03 -5.172100385608935369e-02
8.364728068463222815e-05 1.948077254251013367e-05 5.425326950092029405e-09 3.828120563728720782e-03 -2.248143142888583412e-01
8.309495681509852045e-05 1.859843191371353518e-05 5.490502326984627074e-09 1.950288071775885257e-03 9.250284755876947429e-02
8.249049802054360533e-05 1.771626742474189127e-05 5.564561412203467227e-09 -6.021316348614691449e-03 1.925258834384599993e-01
8.186246165397864562e-05 1.685392656671445675e-05 5.656091279312382098e-09 1.095053947115065540e-03 2.527623341869098539e-01
8.122758529323615914e-05 1.603413680563037117e-05 5.768718823820454041e-09 -8.405349641000814387e-04 1.339275612931558612e-01
8.059753112050997291e-05 1.527857896549986925e-05 5.899647326660840910e-09 -4.823138831959727924e-04 1.161377882803069639e-01
7.999062587808072433e-05 1.460506426441858346e-05 6.041596967071792882e-09 1.728719769931164052e-04 1.518879493247151657e-01
7.943887138082038541e-05 1.402514013787006377e-05 6.185789411746473221e-09 1.278515424327775207e-04 -8.941717861307374449e-02
7.898802442630614847e-05 1.354263817070138639e-05 6.324642926615376504e-09 1.666654989609384074e-04 -5.118382086989647917e-02
7.868869485823024295e-05 1.315366557375048083e-05 6.453366950017651494e-09 -5.825717422943021973e-03 -3.249946929230951298e-02
7.857739646715503502e-05 1.284747253618095136e-05 6.569457182265577830e-09 -2.284613599615292756e-03 -1.903946577115362970e-01
7.865449974450736896e-05 1.260784132550737072e-05 6.670398740611302410e-09 -2.902883428437696978e-03 -4.766578481160621550e-02
7.887057700316251656e-05 1.241552417914753504e-05 6.751820571657337640e-09 -1.114945715029458384e-03 -2.071368190337761206e-01
7.913073473810727917e-05 1.225210423771081310e-05 6.808496577324468051e-09 5.225924759092448468e-03 -3.341219871358411808e-01
7.932364417945305171e-05 1.210426666829713417e-05 6.838217906616703478e-09 9.269936797161149045e-03 -1.353927577719460373e-02
7.936887562482426522e-05 1.196630699951291040e-05 6.845272193457689732e-09 5.585229790320278553e-03 6.993785498264415423e-02
7.925182846736733100e-05 1.183965089402711720e-05 6.839947354551497756e-09 4.045742571351373940e-03 1.281120729273315106e-01
7.901613616249567040e-05 1.173037639221700674e-05 6.833965841813941120e-09 -3.131603947688299527e-03 1.071426443823764174e-01
7.872367591441742493e-05 1.164654732247381131e-05 6.834866044987708980e-09 -1.719844974864992437e-03 3.364471275520219962e-01
7.842573176276012323e-05 1.159665741036909180e-05 6.842821255408598746e-09 2.753389255236715627e-03 4.928745165365988612e-02
7.816904072600495555e-05 1.159002004114726023e-05 6.851788797570647886e-09 1.125841315717135416e-03 -6.817154980689466015e-02
7.801345830340136007e-05 1.163904096729721531e-05 6.853423467424789933e-09 -3.844979572613649310e-03 -1.024236554550483902e-02
7.802876649933473941e-05 1.176209083632969297e-05 6.839876263887446593e-09 -3.623503320595800048e-03 -1.397795129151209181e-01
7.827314909858790128e-05 1.198566105892864061e-05 6.803844986154760395e-09 -1.336392435628885877e-03 -1.142730483197276214e-01
7.877848417612814242e-05 1.234529819543767008e-05 6.737647556904937972e-09 -1.061238443808454335e-03 -8.924129167431793519e-02
7.955110359446312441e-05 1.288523656694106946e-05 6.633130165398503811e-09 -5.021520754320274449e-04 -3.460448190295650761e-02
8.057480950810458310e-05 1.365697494358349571e-05 6.483019946548201566e-09 1.665031927535309819e-03 -1.738948258433659078e-01
8.180558495981868198e-05 1.471719413081721059e-05 6.283924136148615000e-09 3.712502437633879993e-03 -2.436895675631873814e-01
8.316342532222328551e-05 1.612429463506301423e-05 6.039604590315325059e-09 3.728445758367060492e-03 4.598675749826242054e-02
8.453453028822268994e-05 1.793151863941601910e-05 5.761863010837647511e-09 8.573214665670070289e-03 5.795362097617839936e-02
8.579148323779097482e-05 2.017530930077183595e-05 5.468228308954079297e-09 7.968991429948335536e-03 7.928725723588492258e-02
8.682506742600563877e-05 2.286013076082416356e-05 5.178040993255558832e-09 9.734841517398562516e-03 2.996183900920748044e-01
8.757084589177823006e-05 2.594395704330788318e-05 4.908793356904580586e-09 5.469615205781819256e-03 2.880527513478394752e-01
8.801851464286456199e-05 2.933136808716336051e-05 4.673996905318788745e-09 4.938010206003484726e-03 1.276889111461656512e-01
8.820847422371030173e-05 3.288007693126313496e-05 4.482671413772625670e-09 3.280367719347365707e-03 3.210935888925039450e-01
8.822466209962222684e-05 3.641791826700776157e-05 4.338992997481236121e-09 6.799197807181300846e-04 4.348618946784412742e-01
8.817502022984015744e-05 3.975914391769951132e-05 4.241318554202259020e-09 -7.197355994453147332e-03 5.228162695088656164e-02
8.814829592016960457e-05 4.271326772001299055e-05 4.182145602641086698e-09 -9.970765089374777901e-03 1.036513192859800370e-03
8.817224543012439346e-05 4.508971793588367727e-05 4.150532038206607215e-09 2.416802697871034411e-04 -8.580164049248928393e-02
8.821735819535282664e-05 4.670464698373192784e-05 4.136164601088701345e-09 7.149722117257617526e-03 -6.105019362535024641e-02
8.824070691198711324e-05 4.739575885211217988e-05 4.133032017882948318e-09 -4.042833924686073388e-03 -9.188283636125404996e-02
8.821394153148383115e-05 4.705018552922049800e-05 4.141404871550939009e-09 -1.757557802997133933e-03 -2.644052320711196558e-01
8.811258658095259258e-05 4.564069995952118138e-05 4.167286322294419660e-09 2.873521667752454434e-03 1.397954566835224455e-01
8.790257804794214015e-05 4.325175368768781114e-05 4.218661679379816814e-09 2.400415669131739094e-03 3.386985896938394802e-01
8.754863896324747486e-05 4.007911772025265427e-05 4.300095528911387932e-09 2.624161111424161419e-04 7.458272645582830762e-02
8.702770368310556504e-05 3.640343090231212651e-05 4.410087689794973634e-09 3.485978962699087802e-03 -1.595441191122421998e-01
8.633487922516484554e-05 3.254464539349403778e-05 4.543650451558775810e-09 6.436603391168249644e-03 1.249407651373850570e-01
8.549089996287495758e-05 2.880458685934803416e-05 4.696875766271408522e-09 1.159837637545679812e-03 6.508587502736418173e-02
8.454867982706245992e-05 2.541459194343218231e-05 4.868348084024979563e-09 2.442288536281145284e-03 2.819430386859895776e-01
8.358261674316691319e-05 2.251017985619670461e-05 5.056458764070586802e-09 -3.555085654534551054e-03 1.914545610563695988e-01
8.266243526166887291e-05 2.013901336717560317e-05 5.255958460245964512e-09 -3.423069758844210497e-03 2.141134535292419372e-01
8.183726097480082057e-05 1.828851825113376485e-05 5.456895991287960507e-09 6.597203466738088551e-03 7.866502914100514943e-02
8.114506798033348993e-05 1.691494212280946169e-05 5.645964156488056369e-09 -2.055065988719295689e-03 2.292469853100271848e-01
8.062887374448064488e-05 1.596394686474974308e-05 5.808245374366362126e-09 -1.191103960238582005e-04 -4.948385087056728082e-02
8.033380881686758501e-05 1.538217795650576587e-05 5.928783065910396407e-09 4.085750185518488564e-04 -1.913881308509708390e-01
8.028689434004102662e-05 1.512282362411045184e-05 5.995556020907215276e-09 -1.384835569733233740e-04 -3.227858139957984207e-01
8.047995412545857238e-05 1.514678067551327218e-05 6.003758154640758880e-09 1.513577237836738476e-03 -1.859039532035353659e-01
8.086842388342270515e-05 1.541935487496485239e-05 5.958126429307709798e-09 6.398296298588679321e-04 -1.155137981582026185e-01
8.138484687999089043e-05 1.590321849817256139e-05 5.870934884693757324e-09 4.419593227371398925e-03 2.817167300569067834e-02
8.195556436431791693e-05 1.655052650737030067e-05 5.757147272305463371e-09 5.620460123878512348e-04 5.842552106731169204e-02
8.250910512250238347e-05 1.729897673415114581e-05 5.630446174736698641e-09 -7.519665106006101496e-04 -7.756271595511776695e-02
8.298165176782907628e-05 1.807656111723117832e-05 5.502685289540279131e-09 7.044653563940794783e-03 -2.481824027975676472e-02
8.333466234813467104e-05 1.881554528701370515e-05 5.385535624866136376e-09 5.027527254541030999e-03 3.885263587340936908e-02
8.357507096137487695e-05 1.946941285285590893e-05 5.290331781611041714e-09 -5.213382700977042816e-03 3.684341942178992468e-01
8.374881809165411089e-05 2.002465739972365079e-05 5.224541745348018925e-09 -4.300065742311565131e-03 1.097970386459117265e-01
8.391080116235762098e-05 2.050485790457155300e-05 5.188283873454352425e-09 -1.021390120149456848e-03 1.017805891665553020e-01
8.410936745185995905e-05 2.096840814904162625e-05 5.174290616505054582e-09 -9.952513713884503233e-04 1.381871941763819223e-01
8.439657472202422657e-05 2.149991986485775874e-05 5.170231629187810241e-09 -1.145392444513282371e-03 1.405168807305408052e-01
8.482784823108574567e-05 2.219615019948611100e-05 5.160993438183111434e-09 -6.944039168565119269e-03 -1.798782060890182777e-01
8.542615104929461860e-05 2.315060818105046012e-05 5.131235615126054222e-09 -6.265144267499911379e-03 -2.931693858531776442e-01
8.614563157934581152e-05 2.443916704700971985e-05 5.069242155570131700e-09 9.362194489775932382e-03 -8.791444638599266170e-02
8.688587955236805078e-05 2.610375226938814377e-05 4.970700808797471191e-09 7.358648535903178356e-03 1.649826720000113767e-02
8.754802259044790018e-05 2.813125171546738070e-05 4.840477021638125509e-09 4.923590706614078272e-03 -2.364731760449636511e-01
8.807460278540952918e-05 3.043074682315473513e-05 4.692173355159442056e-09 4.295241573696095827e-03 -4.593361869222789551e-02
8.844676182181650020e-05 3.281749964289606833e-05 4.545573755859394673e-09 2.744315704596544947e-03 1.080668276041460985e-01
8.866527056046947435e-05 3.501479331890849732e-05 4.421858679902791164e-09 9.837711606131005482e-04 2.676879066668238494e-01
8.874059656270557380e-05 3.668647008075574828e-05 4.338229743005499028e-09 -4.680566742274461234e-04 2.373702951755856105e-01
8.868766445392365825e-05 3.750767623854209053e-05 4.304807991217372136e-09 -2.000290810430849220e-03 1.731060462110551867e-01
8.851653935537049647e-05 3.725972411453594153e-05 4.324825393332919741e-09 -1.573681382756708658e-03 1.437486818753441753e-01
8.822453074180276191e-05 3.590782124407002919e-05 4.396570507647723170e-09 7.987320215949722524e-04 5.707313316376882995e-02
8.779793720019413270e-05 3.361827363496730774e-05 4.515192381290572828e-09 7.825997455552791138e-04 1.606691424577508798e-01
8.722119872283542563e-05 3.070469325946838246e-05 4.673780323763887829e-09 1.822915559125615204e-03 -1.496105819074120546e-01
8.648603349242392046e-05 2.753261792549212630e-05 4.863995725172694257e-09 4.191162067401776881e-03 1.382237129651304741e-01
8.559714665174351098e-05 2.442755166889407052e-05 5.076265125555060509e-09 2.289384191218601927e-03 8.781043986905423537e-02
8.457578563570957364e-05 2.161963232750726402e-05 5.299723298419644756e-09 4.928503325243305255e-03 -5.022016257071726386e-02
8.346158562334516577e-05 1.923253586976648316e-05 5.522705487563108356e-09 5.653775726449428163e-03 1.633065470612535819e-01
8.230903574851299671e-05 1.730247895868289326e-05 5.733947531760938064e-09 2.357043627490895688e-03 1.266320352485639233e-01
8.117468152371291770e-05 1.580763006861920256e-05 5.923771618255174463e-09 1.449745400425195285e-03 3.179276878010917073e-02
8.010303715801551743e-05 1.469515007595661845e-05 6.085351738545191318e-09 5.110239228702351255e-03 6.143545466352051676e-02
7.912718771658793675e-05 1.390078335128062225e-05 6.216326347874842987e-09 3.055722993957621370e-03 9.263593632920397170e-02
7.828282103027137812e-05 1.336018559013752939e-05 6.319239755435363801e-09 2.805122660745063001e-04 1.320594313240945894e-01
7.761270682240914334e-05 1.301391127818987310e-05 6.399336847088118874e-09 -4.778708189634217618e-03 -1.698411687633694100e-02
7.714912746055685531e-05 1.280934014643065702e-05 6.461004124189742669e-09 -3.881955725629104847e-03 -8.883551963438307553e-02
7.689150021921350975e-05 1.270219423582887559e-05 6.506025265273827410e-09 -2.218388719375852247e-03 -1.518081427903474889e-01
7.680270184625872371e-05 1.265796641293379655e-05 6.534679789302939153e-09 5.295345373255155863e-04 -1.732887522090944543e-01
7.682420504917500848e-05 1.265198794470544763e-05 6.547542475512647953e-09 -9.098473095492387586e-05 -1.014626479317897179e-01
7.689169636748447519e-05 1.266742086669651703e-05 6.545558718578640636e-09 -5.855065597866193627e-04 1.582354750421650635e-01
7.694272311622898756e-05 1.269260274365146292e-05 6.529365112415798864e-09 4.509509405598466358e-03 -4.296270917892393015e-01
7.692881817166968904e-05 1.271980075906267500e-05 6.500586975871523339e-09 3.912370589614688754e-03 1.956878152627652412e-01
7.684058326707999588e-05 1.274531911214506842e-05 6.464580873977771330e-09 6.305059580978822353e-03 -6.668293495594213027e-02
7.672319045922401171e-05 1.276925337810883775e-05 6.430781665610304061e-09 -5.736088721227217135e-03 1.949636922727400190e-01
7.665022621063666817e-05 1.279432236487410991e-05 6.408955310577731227e-09 -8.825930996061437384e-03 -2.736294508827619154e-02
7.666925999773041101e-05 1.282460737192714083e-05 6.404090145098956117e-09 -4.803523969032941210e-03 2.425072843741933326e-01
7.677521718310736389e-05 1.286490980847587101e-05 6.414057358466437236e-09 2.772605309231845894e-03 1.062325506860339885e-02
7.693876046918605061e-05 1.292054832533086300e-05 6.431313705372663536e-09 1.712139533580181450e-03 3.012797956802515387e-02
7.715007835896039794e-05 1.299674780999611213e-05 6.445934486951558445e-09 -2.598534763990967278e-03 -7.996391618388720701e-02
7.742556159105569370e-05 1.309738526751427201e-05 6.447321717869765319e-09 -1.173414084633339627e-03 -6.314024086368164035e-03
7.777605624129091660e-05 1.322440659172001850e-05 6.425847784680314185e-09 3.343226146639288743e-04 -7.021518293166533198e-01
7.817929686729411880e-05 1.337879469218942911e-05 6.376211340900654952e-09 4.227202855084710720e-03 -8.917659833555013904e-02
7.858844773734733377e-05 1.356163977331004292e-05 6.299943194361660923e-09 3.083583686987356742e-03 1.993570821008621152e-01
7.896546246378242516e-05 1.377448544040850675e-05 6.204178224249323488e-09 4.986933078184430101e-03 -2.427173103191204717e-01
7.930237697280013759e-05 1.402133139589297810e-05 6.098835545479017304e-09 -2.330964364408272260e-03 9.231783509608959548e-04
7.961423478223685177e-05 1.431321157756836037e-05 5.994452861763198379e-09 7.385415245924065175e-04 2.301619595748665148e-01
7.992449090890222209e-05 1.467183041412145804e-05 5.899362655432381497e-09 -3.124567599943617324e-04 3.758162823258519580e-01
8.026325621237470815e-05 1.512929701966858049e-05 5.816024996578932654e-09 -6.791905212952809023e-04 2.181555991626780155e-01
8.066883455467835546e-05 1.572528301933123684e-05 5.739585603556599396e-09 -2.693312825273297406e-03 7.820256356409061027e-02
8.117645114971488648e-05 1.650339113703145263e-05 5.660444275700354454e-09 -1.336224553318610120e-03 3.472623285865417131e-02
8.180019916387531575e-05 1.750564396913665806e-05 5.569153419196766142e-09 1.439940949394591385e-03 -1.925525931007499025e-02
8.252495670264265576e-05 1.876280715114698685e-05 5.460827440214035281e-09 -4.419644420317059286e-04 -7.128401002429107791e-02
8.331267303667205316e-05 2.027967249759073652e-05 5.337272277169852342e-09 2.473048904580554819e-03 1.884792230848297834e-02
8.411565658783225750e-05 2.201633020949777693e-05 5.206162205697452161e-09 2.052228607275718986e-03 1.034376991630203690e-02
8.488673128875147823e-05 2.386994711720263619e-05 5.077849838502776939e-09 -7.503986831824960291e-04 7.725395290461101183e-02
8.557939537347389813e-05 2.566773076078344840e-05 4.961944292959049851e-09 7.701492894562900204e-04 -4.544811276187488147e-02
8.614106605894894758e-05 2.718520517717729567e-05 4.865971163170524659e-09 2.637600057800559838e-03 -1.146766613182546024e-01
8.651261834467591910e-05 2.819534160803583141e-05 4.796253393941260291e-09 3.212330635552262947e-03 4.449829917048120365e-03
8.664248163993537436e-05 2.853345755593666760e-05 4.758614465538036224e-09 5.181715527249330933e-03 1.450087829175270571e-01
8.650768680539909614e-05 2.814762653124074738e-05 4.757192357730377655e-09 3.258619976816534702e-03 1.243619009085481508e-01
8.612463697261009182e-05 2.711062362925611497e-05 4.792669762234760692e-09 1.647483337853250518e-03 7.930575256739658130e-02
8.553951351259959826e-05 2.559120925847005183e-05 4.862131435337587218e-09 2.038157978681232052e-03 -4.624745172873367949e-02
8.480516687988199568e-05 2.380160176352987653e-05 4.960529384985197275e-09 -1.502915995693632212e-03 1.526792390687656820e-01
8.396321493726717163e-05 2.194431909916176216e-05 5.082001195215983554e-09 1.447994758170478846e-03 1.118675156979573870e-01
8.304667752413432075e-05 2.017621188002629185e-05 5.220288743130483375e-09 4.206715286387385788e-03 7.228372228233581609e-02
8.209808259550089942e-05 1.859556580084501608e-05 5.368788100863923397e-09 1.365440281426710811e-03 2.524422240970967124e-01
8.117750664717972092e-05 1.724723324240532549e-05 5.520375117306087081e-09 -3.113102151922397809e-03 5.744619987609311806e-02
8.034536503741563653e-05 1.613706546698763356e-05 5.667378070168000187e-09 -2.436164199490331583e-03 -6.594652600079697891e-02
7.963999908895285946e-05 1.524833060541386467e-05 5.802958660645817763e-09 1.336739311683876608e-03 -6.256761330247151420e-02
7.907815325863591595e-05 1.455494637884549015e-05 5.923661729969816849e-09 1.967215440397129811e-03 6.730395071923922501e-02
7.867085478620693541e-05 1.402905171376767330e-05 6.030218628172803299e-09 -5.232279200279466025e-03 6.260641266274546979e-02
7.842427930922819151e-05 1.364368163252876602e-05 6.124671885622405566e-09 -3.507183759867027462e-03 -4.244550719231021674e-02
7.832181928007143532e-05 1.337309337718355789e-05 6.205950035285025252e-09 -5.419295996762496515e-04 1.168960477614806592e-01
7.831437212003950377e-05 1.319313386593672132e-05 6.268181368148904477e-09 3.396346359809898630e-03 -2.126307468499906150e-01
7.833429129615741469e-05 1.308281730216133246e-05 6.303932253754165475e-09 4.365211925725365205e-03 -2.639475285973169605e-01
7.832075038095508113e-05 1.302642078342786178e-05 6.310132899765994015e-09 5.886200977486932828e-03 -9.191666966833267338e-02
7.823959885107707897e-05 1.301397956944899707e-05 6.291622354137435578e-09 3.330747868676375845e-03 5.025239545710213918e-02
7.808934266626261069e-05 1.303916649030698064e-05 6.259434492397999603e-09 2.135140670703972177e-03 1.061635988755877946e-01
7.789126093204757880e-05 1.309605077402285741e-05 6.225847448698853971e-09 -2.226505423907454428e-03 1.700167608523095453e-01
7.767098983114094097e-05 1.317687643284717530e-05 6.200065529056171015e-09 -1.485222871625335728e-03 1.003667284322489195e-01
7.744788545077213029e-05 1.327150474756572512e-05 6.186403143087813514e-09 1.934302670526966139e-03 2.088852956471782818e-01
7.723861096913248582e-05 1.336796199096809527e-05 6.184465567431443891e-09 -3.994667612405855550e-03 -1.753047288397269199e-02
7.706143836500132117e-05 1.345384623975368098e-05 6.190458295009183460e-09 -7.212718173441601266e-04 -7.969907424824285158e-03
7.692920917554420365e-05 1.351886354346386135e-05 6.199602959495974789e-09 -3.066012896558945044e-03 -2.407288329869849974e-01
7.683935892026490190e-05 1.355779859345552702e-05 6.209367365404856707e-09 8.509062116117682706e-04 -1.404384104948590561e-01
7.677635794194844529e-05 1.357158414995592644e-05 6.221408207395162770e-09 -7.033897742214634263e-04 1.341589002300569433e-01
7.672475295886182470e-05 1.356485981186501243e-05 6.239983601264072290e-09 -6.848844497355788263e-04 1.377641728715506275e-01
7.667584408722468380e-05 1.354192142919621477e-05 6.268084516319818451e-09 -3.125166610339569218e-03 7.814610910182828718e-02
7.662153636321695366e-05 1.350471168554432665e-05 6.305361245619049039e-09 -5.829350267849697786e-05 -1.344396122135211868e-01
7.654946696055853347e-05 1.345376869043449781e-05 6.349641164516217758e-09 3.937138631624481633e-03 1.315343871766003758e-01
7.645055262914376894e-05 1.338965178255216691e-05 6.399317375778531406e-09 -1.815176469723622787e-03 2.884601727538260718e-02
7.633039483423623823e-05 1.331293932684677437e-05 6.453566402869282096e-09 -1.670078622767023901e-03 2.815328363312730175e-02
7.621442856803758395e-05 1.322368085760159460e-05 6.511066642876285929e-09 3.055761521042477113e-03 -7.736096574301853934e-03
7.614561060633705518e-05 1.312182289843713606e-05 6.569507083281873628e-09 -3.490830857203475190e-03 -1.858307323216958906e-01
7.617013939723443490e-05 1.300839524733324823e-05 6.625828007601540686e-09 -6.247061011711796397e-03 -8.504037683204934694e-02
7.631001129928252017e-05 1.288625320426495852e-05 6.675767830756059258e-09 -2.381634764238027557e-03 -2.340256458706839737e-01
7.654306107208508120e-05 1.275998904110502125e-05 6.713385323259940666e-09 1.779115641649786639e-03 -1.347742382596504029e-01
7.681147667832361066e-05 1.263558368839452667e-05 6.732577553420100638e-09 3.391655578394159321e-03 -1.617228265304451185e-01
7.704989319948595916e-05 1.252019001676399004e-05 6.730520883268634619e-09 5.057516984001919624e-03 -1.990530602259070747e-01
7.720812356519484311e-05 1.242149702115906060e-05 6.710064577376314226e-09 2.433197634643669005e-03 8.931929691703288654e-02
7.725919796429336851e-05 1.234599367799141128e-05 6.678568220563909659e-09 4.391688573015750663e-03 2.276464936987405707e-01
7.719983619508971010e-05 1.229684660590650241e-05 6.644512576267322419e-09 1.913152249423122342e-03 1.693805029850015131e-01
